title,writer,publication,callno,href
(入門テキスト) 現代韓國經濟,이윤복,"東京 :つげ書房新社,2014",330.951 이윤복현,https://library.cau.ac.kr/#/search/detail/6306003
沈みゆく帝国 :スティーブ·ジョブズ亡きあと、アップルは偉大な企業でいられるのか,케이인암곡유카리,"東京 :日経BP社,2014",070 케이인침정,https://library.cau.ac.kr/#/search/detail/6305931
Interaction and grammar,"Ochs, Elinor",Cambridge,306.44 O16i,https://library.cau.ac.kr/#/search/detail/6321907
Organic chemistry,"Wade, Leroy G","Harlow :Pearson Education,2014.",547 W119o8-1,https://library.cau.ac.kr/#/search/detail/6321174
Numerical analysis and graphic visualization with MATLAB,"Nakamura, Shoichiro","Upper Saddle River, N.J. :Prentice Hall PTR,2002.",519.4028553 N163n2,https://library.cau.ac.kr/#/search/detail/6321173
Elementary differential equations and boundary value problems,"Boyce, William E","Hoboken, NJ :Wiley,[2012].",515.35 B789e10,https://library.cau.ac.kr/#/search/detail/6321172
The sun also rises,"Hemingway, Ernest","New York :Scribner,2006.",823 H488ss,https://library.cau.ac.kr/#/search/detail/6321170
The great Gatsby,"Fitzgerald, F. Scott","New York :Scribner,2004.",823 F553gs,https://library.cau.ac.kr/#/search/detail/6321169
My Antonia,"Cather, Willa","[New York] : CreateSpace Independent Publishing,2014.",823 C363mc,https://library.cau.ac.kr/#/search/detail/6321168
Multinational business finance,"Eiteman, David K","Boston :Pearson,2013.",658.1599 E36m13,https://library.cau.ac.kr/#/search/detail/6321167
Imagining reality :the Faber book of documentary,"Cousins, Mark","London :Faber,2006.",791.43 C867i,https://library.cau.ac.kr/#/search/detail/6321165
Hankey's clinical neurology,"Gorelick, Philip B","Boca Raton :CRC Press,2014.",616.8 G666h2,https://library.cau.ac.kr/#/search/detail/6321164
Food additives data book,"Smith, Jim","Chichester, West Sussex",664.06 S651f2,https://library.cau.ac.kr/#/search/detail/6321163
"E-commerce :business, technology, society","Laudon, Kenneth C","Upper Saddle River, New Jersey :Pearson,[2014].",658.872 L372e10,https://library.cau.ac.kr/#/search/detail/6321161
Conversation analysis,"Hutchby, Ian","Cambridge, UK",302.346 H973c2,https://library.cau.ac.kr/#/search/detail/6321160
Folk devils and moral panics :the creation of the Mods and Rockers,"Cohen, Stanley","Abingdon, Oxon",302.17 C678f,https://library.cau.ac.kr/#/search/detail/6321159
The Delphi technique in nursing and health research,"Keeney, Sinead","Chichester, West Sussex :Wiley-Blackwell,2011.",610.73072 K26d,https://library.cau.ac.kr/#/search/detail/6321158
The United States and the Pacific :history of a frontier,"Heffer, Jean","Notre Dame, Ind. :University of Notre Dame Press,2002.",303.48 H461eEw,https://library.cau.ac.kr/#/search/detail/6321157
Electron paramagnetic resonance of transition ions,"Abragam, A","Oxford :Oxford University Press,c2012.",538.364 A158e,https://library.cau.ac.kr/#/search/detail/6321156
L'exception culturelle,"Regourd, Serge","Paris :Presses universitaires de France,2002.",791.430944 R343e2,https://library.cau.ac.kr/#/search/detail/6321155
Schelling und die historische Theologie des 19. Jahrhunderts,"Danz, Christian","Tübingen :Mohr Siebeck,2013.",231.76 D199s,https://library.cau.ac.kr/#/search/detail/6321154
The other West :Latin America from invasion to globalization,"Carmagnani, Marcello","Berkeley :University of California Press,2011.",980 C287aEf,https://library.cau.ac.kr/#/search/detail/6321153
"Geographies of empire :European empires and colonies, c. 1880-1960","Butlin, Robin A","Cambridge, England",325.3094 B987g,https://library.cau.ac.kr/#/search/detail/6321152
Cuernos,"Hill, Joe","[México, D.F.] :Suma de Letras,2010.",863 H646c,https://library.cau.ac.kr/#/search/detail/6321151
"Locke & key.v.3,Crown of thorns","Hill, Joe","San Diego, Calif. :IDW",741.5973 H646L v.3,https://library.cau.ac.kr/#/search/detail/6321150
The cape.[1],"Hill, Joe","San Diego :IDW Publishing,2012.",741.5973 H646c,https://library.cau.ac.kr/#/search/detail/6321149
"Literature for young children :supporting emergent literacy, ages 0-8","Giorgis, Cyndi","Boston, Mass. :Pearson,2013.",028.55 G499L7,https://library.cau.ac.kr/#/search/detail/6321147
Time lord :Sir Sandford Fleming and the creation of standard time,"Blaise, Clark","New York :Pantheon Books,2000.",389.1709 B635t,https://library.cau.ac.kr/#/search/detail/6321146
L'entrepreneuriat,"Messeghem, Karim","Cormelles-le-Royal :Éd. EMS, Management & société,2011.",658.421 M584e,https://library.cau.ac.kr/#/search/detail/6321145
L'art de se lancer :le guide tout terrain pour tout entrepreneur,"Kawasaki, Guy","Paris :Les Editions Diateino,2006.",658.421 K22a,https://library.cau.ac.kr/#/search/detail/6321144
Ma retraite à 29 ans :(im)précis de création d'entreprise à l'usage du salarié,"Trüb, Nicolas","Paris :Michalon,2011.",658.110944 T874m,https://library.cau.ac.kr/#/search/detail/6321143
Effectuation :les principes de l'entrepreneuriat pour tous,"Silberzahn, Philippe","[Paris] :Pearson,2014.",658.421 S582e,https://library.cau.ac.kr/#/search/detail/6321142
"A world connecting, 1870-1945","Rosenberg, Emily S","Cambridge, Mass. :Belknap Press of Harvard University Press,2012.",909.821 R813w,https://library.cau.ac.kr/#/search/detail/6321141
Work engagement :a handbook of essential theory and research,"Bakker, Arnold B",Hove [England],158.7 B168w,https://library.cau.ac.kr/#/search/detail/6321140
