title,writer,publication,callno,href
語彙研究の課題,전도육당,"大阪 :和泉書院,2004",413.4 전도육어,https://library.cau.ac.kr/#/search/detail/5497451
佛教倫理,원지,"臺北 :國家圖書館,2010",294.35 원지불,https://library.cau.ac.kr/#/search/detail/5497449
品三國,역중천,"上海 :上海文藝出版社 ,2006.",952.33 역중천품 v.1/v.2,https://library.cau.ac.kr/#/search/detail/5497443
圍城,전종서,"北京 :三聯書占 ,2002.(2008 16刷)",812.3 전종서위삼,https://library.cau.ac.kr/#/search/detail/5497441
舌尖上凋落的爱情,조경란,"重庆 :重庆出版社,2010.",811.3 조경란설,https://library.cau.ac.kr/#/search/detail/5497438
鲸,천명관,"北京 :重庆出版社,2011",811.3 천명관설,https://library.cau.ac.kr/#/search/detail/5497432
札幌旅店,하성란,"上海 :上海文藝出版社,2009",811.3 하성란찰,https://library.cau.ac.kr/#/search/detail/5497430
風と石と菜の花と :濟州島詩人選,대촌익부,"東京 :新幹社,2009",811.1 대촌익풍,https://library.cau.ac.kr/#/search/detail/5497429
歷史的視野からみた現代中???,중겸화진차,"東京 :東洋文庫,2010.",330.952 중겸화역,https://library.cau.ac.kr/#/search/detail/5497428
公共料金2000 :21世紀の公共料金制度のありかた,중조조,"東京 :通商産業調査會,2000",338.52 중조조공,https://library.cau.ac.kr/#/search/detail/5452919
最適規制 :公共料金入門,"Train, Kenneth","東京 :文眞堂,1998",338.52 T768o산,https://library.cau.ac.kr/#/search/detail/5452918
日本ミステリ-事典,권전만치,"東京 :新潮社, 2000",R 813.303 이등수일,https://library.cau.ac.kr/#/search/detail/5452865
日本の妖怪 & 都市傳說事典,나가타미카코,"東京 :大泉書店,2012",398.250953 나가타일,https://library.cau.ac.kr/#/search/detail/5452864
(怖くてふしぎな)都市傳說·迷信大事典,등전진일,"東京 :金の星社,2012",398.250953 등전진도,https://library.cau.ac.kr/#/search/detail/5452863
日本妖怪大事典,촌상건사,"東京 :大泉書店,2008.",398.250953 촌상건일5,https://library.cau.ac.kr/#/search/detail/5452862
死ぬまでに觀たい映畵1001本,"Schneider, Steven Jay","東京 :ネコ·パブリッシング,2011",791.4375 S359o야 2011,https://library.cau.ac.kr/#/search/detail/5452861
「世界史の構造」を讀む,병곡행인,"東京 :インスクリプト,2011",301.09 병곡행세,https://library.cau.ac.kr/#/search/detail/5452860
(A) dream :蒼井優写真集,상전의언,"東京 :ワニブックス,2012",779.2 상전의d,https://library.cau.ac.kr/#/search/detail/5443234
DK~男子高校生萌え,마이웨이출판,"東京 :マイウェイ出版,2012",779 마이웨d,https://library.cau.ac.kr/#/search/detail/5442729
(おしゃれなパターン素材集)シンプル·ナチュラル,중산정성,"東京 :ビー·エヌ·エヌ新社,2007",745.4 중산정시,https://library.cau.ac.kr/#/search/detail/5441774
北欧·ファブリック,중산정성,"東京 :ビー·エヌ·エヌ新社,2006",745.4 중산정북,https://library.cau.ac.kr/#/search/detail/5441773
装飾素材集 :エレガントな飾り·フレーム·パーツ,MdN편집부,"東京 :エムディエヌコーポレーション,2011",745.4 M478장,https://library.cau.ac.kr/#/search/detail/5441772
公司理财,"Ross, Stephen A","北京 :機械工業,2011",658.15 R826c9오,https://library.cau.ac.kr/#/search/detail/5441753
教授爲什麼沒告訴我 :2010全見版,필항달,"新北縣板橋市 :小畢空間,2010",812.05 필항달교 2010,https://library.cau.ac.kr/#/search/detail/5441752
植民地主義の暴力 :「ことばの檻」から :評論集,서경식,"東京 :高文硏,2010",325.353 서경식식,https://library.cau.ac.kr/#/search/detail/5441751
東方文花帖,일신사편집부,"東京 :一迅社,2005",813.3 일신사동,https://library.cau.ac.kr/#/search/detail/5441750
(ここからはじまる) 日本語学,이판순일,"東京 :ひつじ書房,1997",413 이판순일,https://library.cau.ac.kr/#/search/detail/5441749
(ここからはじまる) 日本語文法,삼산탁랑,"東京 :ひつじ書房,2000",413.5 삼산탁일,https://library.cau.ac.kr/#/search/detail/5441748
魂の相克 :在日スポーツ英雄列伝,대도유사,"東京 :講談社,2012",325.251 대도유혼,https://library.cau.ac.kr/#/search/detail/5441487
高麗人参事典 :美しくなりたいすべての人へ,한방고려인삼연구소,"東京 :泰文堂,2008",615.32384 한방고고,https://library.cau.ac.kr/#/search/detail/5441486
東方香霖堂 =Curiosities of Lotus Asia,ZUN,"東京 :アスキ―·メディアワ-クス,2010",813.3 아채현동,https://library.cau.ac.kr/#/search/detail/5438296
脳と身体の動的デザイン :運動·知覺の非線形力學と發達,다하엄태랑,"東京 :金子書房,2002",612.044 다하엄뇌,https://library.cau.ac.kr/#/search/detail/5438295
生態學的知覺システム :感性をとらえなおす,"Gibson, James Jerome","東京 :東京大學出版會,2011",152.1 G449s좌,https://library.cau.ac.kr/#/search/detail/5438294
