title,writer,publication,callno,href
村上春樹讀める比喩事典 =Murakami Haruki’s figurative expressions :a guidebook with citations and comments,방천태구,"京都 : ミネルヴァ書房,2013",813.3 촌상춘방,https://library.cau.ac.kr/#/search/detail/7546365
中華人民共和國葯典,중화인민공화국위생부약전위원회,"北京 :人民衛生 ;化學工竝, 1985-",615.1152 중화인중 1985 v.1/1985 v.2,https://library.cau.ac.kr/#/search/detail/150372
Die Schillerbearbeitungen Bertolt Brechts :eine Untersuchung literarhistorischer Bezüge im Hinblick auf Brechts Traditionsbegriff,"Schulz, Gudrun",Berlin,830.9 S388s,https://library.cau.ac.kr/#/search/detail/7546843
A geek in Korea :discovering Asia's new kingdom of cool,"Tudor, Daniel","Tokyo :Tuttle Publishing,c2014.",915.1 T912g,https://library.cau.ac.kr/#/search/detail/7531269
Yellow moon :the ballad of Leila and Lee,"Greig, David","London :Faber and Faber,c2007.",822 G824y,https://library.cau.ac.kr/#/search/detail/7526698
"Georgia, Armenia & Azerbaijan","Noble, John","Footscray, Vic.",914.75 N749g4,https://library.cau.ac.kr/#/search/detail/7526662
"Deutsche Geschichte 1866-1918.Bd. 1,Arbeitswelt und Bürgergeist","Nipperdey, Thomas","München :C. H. Beck,c2013.",943.08 N719d 2013 v.1,https://library.cau.ac.kr/#/search/detail/7469522
The Ciba collection of medical illustrations :a compilation of pathological and anatomical paintings prepared,"Netter, Frank H","Summit, N.J. :Ciba Pharmaceutical Products :CIBA-GEIGY Corporation,1959-1993",616 N474c v.5/v.6/v.7/v.8 pt.1/v.8 pt.2/v.8 pt.3,https://library.cau.ac.kr/#/search/detail/7453590
Week by week :plans for documenting children's development,"Nilsen, Barbara","Belmont, CA :Wadsworth,c2014.",370.15 N712w6,https://library.cau.ac.kr/#/search/detail/7430643
Computer graphics with OpenGL,"Hearn, Donald","Boston :Pearson Education,c2011.",006.6 H436c4,https://library.cau.ac.kr/#/search/detail/7430584
Linguistics and the novel,"Fowler, Roger","London :Methuen,1977.","808 F787L, 808 F787Li",https://library.cau.ac.kr/#/search/detail/7429875
An introduction to the French Caribbean novel,"Noakes, Beverley Ormerod",London,843.09 N743i,https://library.cau.ac.kr/#/search/detail/7429522
Seventeenth-century prose :modern essays in criticism,"Fish, Stanley Eugene","New York :Oxford University Press,1971.",828.308 F532s,https://library.cau.ac.kr/#/search/detail/7429235
English poetry of the Restoration and early eighteenth century,"Swedenberg, H. T","New York :Knopf,c1968.",821.08 S974e,https://library.cau.ac.kr/#/search/detail/7429209
Edmund Burke on revolution,"Burke, Edmund","New York :Harper & Row,1968.",320.108 B959s,https://library.cau.ac.kr/#/search/detail/7400836
Racial oppression in America,"Blauner, Bob","New York :Harper & Row,1972.",301.4510973 B645r,https://library.cau.ac.kr/#/search/detail/7400353
The prince of poets :essays on Edmund Spenser,"Elliott, John R","New York :New York University Press,1968.",821.09 S748e,https://library.cau.ac.kr/#/search/detail/7400317
Developmental biology,"Gilbert, Scott F","Sunderland, Mass. :Sinauer Associates,c2014.",571.8 G466d10,https://library.cau.ac.kr/#/search/detail/6731492
Adult education and the state :towards a politics of adult education,"Jarvis, Peter",London,374.941 J38a,https://library.cau.ac.kr/#/search/detail/6731477
Fortunes of feminism :from state-managed capitalism to neoliberal crisis,"Fraser, Nancy","Brooklyn, NY :Verso Books,2013.",305.4201 F842f,https://library.cau.ac.kr/#/search/detail/6324775
Collider physics,"Barger, V","Reading, Mass. :Addison-Wesley Pub. Co.,1997.",539.72 B251c,https://library.cau.ac.kr/#/search/detail/6091045
Aesthetics of interaction in digital art,"Kwastek, Katja","Cambridge, MA :MIT Press,c2013.",776.01 K98a,https://library.cau.ac.kr/#/search/detail/6068783
Discovering statistics using R,"Field, Andy P",London,519.50285 F453dt,https://library.cau.ac.kr/#/search/detail/5937777
Leading minds :an anatomy of leadership,"Gardner, Howard","New York, NY :BasicBooks,1995(1996 printing)",303.34 G227L,https://library.cau.ac.kr/#/search/detail/5911652
Career imprints :creating leaders across an industry,"Higgins, Monica C","San Francisco :Jossey-Bass,c2005.",658.4092 H636c,https://library.cau.ac.kr/#/search/detail/5862923
"Introduction to robotics :analysis, control, applications","Niku, Saeed B","Hoboken, N.J :Wiley,c2011.",629.892 N694i2,https://library.cau.ac.kr/#/search/detail/5815983
"Lean in :women, work, and the will to lead","Sandberg, Sheryl","New York :Alfred A. Knopf,c2013.",658.4092 S213L,https://library.cau.ac.kr/#/search/detail/5813870
"Sartre et le père :le scénario Freud, les mots, l 'idiot de la famille","Chabot, Alexis",Paris :Honore Champion Editions2012.,840.71 S251c,https://library.cau.ac.kr/#/search/detail/5765702
How to train your dragon.Book 1,"Cowell, Cressida","New York :Little, Brown :Turtleback Books,2004(2010 printing)",823 C874h v.1,https://library.cau.ac.kr/#/search/detail/5679096
The constitution of society :outline of the theory of structuration,"Giddens, Anthony","Berkeley :University of California Press,1984(1986 printing)",301 G453c,https://library.cau.ac.kr/#/search/detail/5599729
Leadership :theory and practice,"Northouse, Peter Guy","Thousand Oaks, CA :Sage Publications,c2010.",303.34 N876L5,https://library.cau.ac.kr/#/search/detail/5453085
Character animation fundamentals :developing skills for 2D and 3D character animation,"Roberts, Steve","Oxford :Focal Press,2011.",006.696 R647c,https://library.cau.ac.kr/#/search/detail/5255683
Mathematics for economics,"Hoy, Michael","Cambridge, Mass. :MIT Press,c2011.",511.8 H868m3,https://library.cau.ac.kr/#/search/detail/5242619
Eleven,"DiCorcia, Philip-Lorca","Bologna :Freedman Damiani,c2011.",779.092 D554e,https://library.cau.ac.kr/#/search/detail/5234557
Regime shift :comparative dynamics of the Japanese political economy,"Pempel, T. J","Ithaca, NY :Cornell University Press,1998.",338.953 P396r,https://library.cau.ac.kr/#/search/detail/5231152
Between MITI and the market :Japanese industrial policy for high technology,"Okimoto, Daniel I","Stanford, Calif. :Stanford Univerity Press,1989.",338.4762 O41b,https://library.cau.ac.kr/#/search/detail/5194203
The knowledge-creating company :how Japanese companies create the dynamics of innovation,"Nonaka, Ikujiro","New York :Oxford University Press,1995.",658.45 N812k,https://library.cau.ac.kr/#/search/detail/5193758
Introduction to elementary particles,"Griffiths, David J","Weinheim :Wiley-VCH,2008.",539.721 G855i2,https://library.cau.ac.kr/#/search/detail/4883072
"Strengths based leadership :great leaders, teams, and why people follow","Rath, Tom","New York :Gallup Press,c2008.",303.34 R234s,https://library.cau.ac.kr/#/search/detail/4444706
Learning as a way of being :strategies for survival in a world of permanent white water,"Vaill, Peter B","San Francisco :Jossey-Bass,c1996.",658.407124 V131L,https://library.cau.ac.kr/#/search/detail/4419696
Basic income :the material conditions of freedom,"Raventós, Daniel",London,331.23 R254b,https://library.cau.ac.kr/#/search/detail/4396438
Why unions matter,"Yates, Michael","New York :Monthly Review,2009.",331.880973 Y33w2,https://library.cau.ac.kr/#/search/detail/4227424
Experiential learning :experience as the source of learning and development,"Kolb, David A","Englewood Cliffs, N.J. :Prentice-Hall,c1984.",370.152 K81e,https://library.cau.ac.kr/#/search/detail/4227417
The Oxford illustrated history of theatre,"Brown, John Russell",Oxford,792.09 B877o,https://library.cau.ac.kr/#/search/detail/4205741
The Oxford handbook of compounding,"Lieber, Rochelle","Oxford :Oxford University Press,2009(2011 printing)",401.5 L716o,https://library.cau.ac.kr/#/search/detail/4144292
Reading for the plot :design and intention in narrative,"Brooks, Peter","Cambridge, Mass. :Harvard University Press,1992.",809.3924 B873r,https://library.cau.ac.kr/#/search/detail/4144135
Introduction to topology,"Gamelin, Theodore W","Mineola, N.Y. :Dover Publications,1999",514 G192i2,https://library.cau.ac.kr/#/search/detail/4123729
Building type basics for healthcare facilities,"Kobus, Richard L","Hoboken, N.J. :J. Wiley,c2008.",725.51 K75b2,https://library.cau.ac.kr/#/search/detail/1346487
Introduction to linear regression analysis,"Montgomery, Douglas C","Hoboken, N.J. :Wiley-Interscience,c2006.",519.536 M787i4,https://library.cau.ac.kr/#/search/detail/1344500
What the best CEOs know :7 exceptional leaders and their lessons for transforming any business,"Krames, Jeffrey A","New York :McGraw-Hill,2003.",658.406 K89w,https://library.cau.ac.kr/#/search/detail/1335576
Proof :a play,"Auburn, David","New York :Faber and Faber,2001.",822 A897p,https://library.cau.ac.kr/#/search/detail/1328057
Korea's place in the sun :a modern history,"Cumings, Bruce","New York :W. W. Norton,2005.",951.6 C969k2,https://library.cau.ac.kr/#/search/detail/1322614
Hollywood cartoons :American animation in its golden age,"Barrier, J. Michael","New York :Oxford University Press,1999(2003 printing)",791.43 B275h,https://library.cau.ac.kr/#/search/detail/1225368
