title,writer,publication,callno,href
東洋人の思惟方法,중촌원,"東京 :春秋社,昭和36[1961]-昭和37[1962](昭和62[1987] 刷)",181 중촌원동춘 v.1/v.2/v.3/v.4,https://library.cau.ac.kr/#/search/detail/8023374
哲学概論,서전기다랑,"東京 :岩波書店,1953(1989 39刷)",100 서전기철,https://library.cau.ac.kr/#/search/detail/8023181
荀子,등정전영,"東京 :明治書院 ,昭和41-44[1966-1969](平成16[2006] 刷)",181.208 신석한 v.5/v.6,https://library.cau.ac.kr/#/search/detail/8023175
近思録,시천안사,"東京 :明治書院,昭和50[1975](昭和61[1986] 7刷)",181.208 신석한 v.37,https://library.cau.ac.kr/#/search/detail/8023174
伝習録,근등강신,"東京 :明治書院,昭和36[1961](昭和61[1986] 27刷)",181.208 신석한 v.13,https://library.cau.ac.kr/#/search/detail/8023173
列子,소림신명,"東京 :明治書院,昭和42[1967](平成17[2005] 27刷)",181.208 신석한 v.22,https://library.cau.ac.kr/#/search/detail/8023172
密敎入門,승우준교,"東京 :春秋社,1993",294.392 승우준밀,https://library.cau.ac.kr/#/search/detail/8023165
政治理論史,남원번,"東京 :東京大学出版会,1962(1985 17刷)",320.09 남원번정,https://library.cau.ac.kr/#/search/detail/8023154
大いなる失敗 :20世紀における共産主義の誕生と終焉,"Brzezinski, Zbigniew","東京 :飛鳥新社,平成1[1989](平成2[1990] 7刷)",335.430904 B916g이,https://library.cau.ac.kr/#/search/detail/8023111
キリスト教とイスラム教 :どう違うか50のQ&A,증원양언,"東京 :新潮社,1988(1993 10刷)",230 증원양키,https://library.cau.ac.kr/#/search/detail/5518706
老子,아부길웅,"東京 :明治書院,昭和41[1966](平成19 53刷)",181.208 신석한 v.7,https://library.cau.ac.kr/#/search/detail/392014
莊子.下,시천안사,"東京 :明治書院,昭和42[1967](平成20[2008] 40刷)",181.208 신석한 v.8,https://library.cau.ac.kr/#/search/detail/392013
論語,길전현항,"[東京] :明治書院,昭和50[1975]序文(平成20[2008] 46刷)",181.208 신석한 v.1,https://library.cau.ac.kr/#/search/detail/392005
一日一言 :人類の知恵,상원무부,"東京 :岩波書店,1956(2009 74刷)",808.882 상원무일,https://library.cau.ac.kr/#/search/detail/281530
What is justice? :classic and contemporary readings,"Solomon, Robert C","New York :Oxford University Press,2000.",320.011 S689w2,https://library.cau.ac.kr/#/search/detail/8030894
Urban politics :cities and suburbs in a global age,"Levine, Myron A","New York :Routledge,2015.",320.850973 L665u9,https://library.cau.ac.kr/#/search/detail/8030893
The tools of government in the digital age,"Hood, Christopher","Basingstoke :Palgrave Macmillan,2007.",351.0285 H776t,https://library.cau.ac.kr/#/search/detail/8030892
Software engineering,"Sommerville, Ian","Boston :Pearson,c2016.",005.1 S697s10,https://library.cau.ac.kr/#/search/detail/8030889
Public libraries in the 21st century,"Prentice, Ann E","Santa Barbara, Calif. :Libraries Unlimited,c2011.",027.473 P927p,https://library.cau.ac.kr/#/search/detail/8030885
Play at the center of the curriculum,"Van Hoorn, Judith Lieberman","Boston :Pearson Higher Education,2015.",155.418 V256p6,https://library.cau.ac.kr/#/search/detail/8030884
Performance management,"Aguinis, Herman","Boston :Pearson,c2013.",658.3125 A283p3,https://library.cau.ac.kr/#/search/detail/8030883
"OpenGL programming guide :the official guide to learning OpenGL, version 4.3","Shreiner, Dave","Upper Saddle River, NJ :Addison-Wesley,c2013.",006.663 S561o8,https://library.cau.ac.kr/#/search/detail/8030882
Nurse as educator :principles of teaching and learning for nursing practice,"Bastable, Susan Bacorn","Burlington, MA :Jones & Bartlett Learning,c2014.",613 B324n4,https://library.cau.ac.kr/#/search/detail/8030881
Mechanical vibrations,"Rao, Singiresu S","Upper Saddle River :Pearson,2017.",620.3 R215m6,https://library.cau.ac.kr/#/search/detail/8030880
