title,writer,publication,callno,href
世界史の構造,병곡행인,"東京 :岩波書店,2010",301.09 병곡행세岩,https://library.cau.ac.kr/#/search/detail/5123170
中間言語語用論槪論 :第二言語学習者の語用論的能力の使用·習得·教育,청수숭문,"東京 :スリ-エ-ネットワ-ク,2009",413.07 청수숭중,https://library.cau.ac.kr/#/search/detail/5123169
語用論への招待 =An invitation to pragmatics,금정방언,"東京 :大修館書店,2001",401 금정방어,https://library.cau.ac.kr/#/search/detail/5123168
下妻物語·完 :ヤンキ-ちゃんとロリ-タちゃんと殺人事件,악본야바라,"東京 :小学館,2010",813.3 악본야하,https://library.cau.ac.kr/#/search/detail/5123167
公共料金の經濟學 :規制改革と競爭政策,상원수사,"東京 :有斐閣,2008",338.52 상원수공,https://library.cau.ac.kr/#/search/detail/5119371
康有为全集,강유위,"北京 :中国人民大学出版社,2007",812.08 강유위강 v.1/v.10/v.11/v.12/v.2/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/5115887
チョコレ-トにとって基本的なこと =Essentiel du chocolat,ル·コルドン·ブル-,"東京 :柴田書店,2010",641.5944 르꼬르쵸,https://library.cau.ac.kr/#/search/detail/5114919
もうひとりの寫樂 :海を渡ってきた李朝繪師,리녕희,"東京 :河出書房新社,1998",759.953 리녕희모,https://library.cau.ac.kr/#/search/detail/5114918
地域マ-ケティング論 :地域經營の新地平,시취웅평,"東京:有斐閣,2010",658.83 시취웅지,https://library.cau.ac.kr/#/search/detail/5114917
"地域を經營する :ガバメント, ガバナンスからマネジメントへ",해야진,"東京 :同友館,2009",658.4 해야진지,https://library.cau.ac.kr/#/search/detail/5114916
日本の名酒,도원진미,"東京 :新潮社,1984(1988 12刷)",641.23 도원진일,https://library.cau.ac.kr/#/search/detail/5103177
酒,전촌륭일,"東京 :作品社,1983(1989 15刷)",813.4 일본노 v.11,https://library.cau.ac.kr/#/search/detail/5103173
中近東·エジプト·パキスタン,일본교통공사,"東京 :日本交通公社出版事業局,1987",915.3 교통공 v.133,https://library.cau.ac.kr/#/search/detail/5103171
中南米,일본교통공사,"東京 :日本交通公社出版事業局,1988",915.3 교통공,https://library.cau.ac.kr/#/search/detail/5103168
北欧,일본교통공사,"東京 :日本交通公社出版事業局,1988",915.3 교통공 v.106,https://library.cau.ac.kr/#/search/detail/5103166
金沢·能登·北陸,소문사,"東京 :昭文社,2004(2006 3刷)",915.3 소문사금,https://library.cau.ac.kr/#/search/detail/5103163
(図解)データベースマーケティング :顧客志向マーケティングの実践ノウハウ,오산진일랑,"東京 :日本実業出版社,2000",658.8 오산진대,https://library.cau.ac.kr/#/search/detail/5103160
日本の統計,총리부통계국,"東京 :大蔵省印刷局,19uu-",519.50953 총리부일 2000,https://library.cau.ac.kr/#/search/detail/5103156
(酒屋さんが書いた) 酒の本,대월귀사,"東京 :三水社,1987",641.21 대월귀주,https://library.cau.ac.kr/#/search/detail/5103153
はっきり言うこんな取締役は解任だ! :社長が本当に役員に望むこと35条,씨가강이,"東京 :中経出版,1988(1989 18刷)",658.42 씨가강하,https://library.cau.ac.kr/#/search/detail/5103149
90年代型企業の条件 :クリエイティブ·マネジメントとは何か,ODSマネジメント研究会,"東京 :PHP研究所,1989(1990 7刷)",658.4 O27구,https://library.cau.ac.kr/#/search/detail/5103145
