title,writer,publication,callno,href
1冊でわかる村上春樹 =(A) comprehensive guide to the works of Haruki Murakami,촌상춘수오독미해쿠회,"東京 :KADOKAWA,2015",813.3 촌상춘촌상,https://library.cau.ac.kr/#/search/detail/7754018
The CBT art activity book :100 illustrated handouts for creative therapeutic work,"Guest, Jennifer",London,616.891425 G936c,https://library.cau.ac.kr/#/search/detail/7855429
A portrait of the artist as a young man,"Joyce, James","New York, New York :Penguin Books,c2016.",823 J89pc,https://library.cau.ac.kr/#/search/detail/7853946
Process dynamics and control,"Seborg, Dale E","Hoboken, N.J. :John Wiley & Sons, Inc.,c2011.",660.2815 S443p3,https://library.cau.ac.kr/#/search/detail/7852503
Adaptive filter theory,"Haykin, Simon S","Upper Saddle River, New Jersey :Pearson,c2014.",621.3815324 H419a5,https://library.cau.ac.kr/#/search/detail/7804252
Becker's world of the cell,"Hardin, Jeff","Boston :Benjamin Cummings,c2012.",571.6 B396w8,https://library.cau.ac.kr/#/search/detail/7792974
Romantic narrative art,"Kroeber, Karl","Madison :University of Wisconsin Press,1960.",821.009 K93r,https://library.cau.ac.kr/#/search/detail/7787128
Classical rhetoric and its Christian and secular tradition from ancient to modern times,"Kennedy, George Alexander","Chapel Hill :University of North Carolina Press,c1980.",808 K35c,https://library.cau.ac.kr/#/search/detail/7787126
"Webster, the critical heritage","Moore, Don D",London,820.9 C934 v.11,https://library.cau.ac.kr/#/search/detail/7787116
English prose: 1660-1800 :the restoration and the eighteenth century,정정호,"Seoul, Korea :Hanshin Publishing Co.,1983.",828.08 정정호e,https://library.cau.ac.kr/#/search/detail/7787106
Spenser :a collection of critical essays,"Berger, Harry","Englewood Cliffs, N.J. :Prentice-Hall,1968.",821 S748be,https://library.cau.ac.kr/#/search/detail/7787102
The heavenly city of the eighteenth century philosophers,"Becker, Carl L","New Haven :Yale university press,1932.",190 B395h,https://library.cau.ac.kr/#/search/detail/7787053
Paradise lost :a poem in twelve books,"Milton, John","New York :Odyssey Press,1962",821 M662p,https://library.cau.ac.kr/#/search/detail/7787049
Reflexivity in Tristram Shandy :an essay in phenomenological criticism,"Swearingen, James E","New Haven :Yale University Press,1977.",823 S839Ls,https://library.cau.ac.kr/#/search/detail/7787025
Piano repertoire guide :intermediate and advanced literature,"Albergo, Cathy","Chicago, IL. :Stipes Publishing,2011.",016.7862 A329p5,https://library.cau.ac.kr/#/search/detail/7720827
Henry's clinical diagnosis and management by laboratory methods,"McPherson, Richard A","St. Louis, Missouri :Elsevier,2017.",616.0756 H525-23,https://library.cau.ac.kr/#/search/detail/7712153
The rise and fall of the American century :United States from 1890-2009,"Chafe, William H","New York :Oxford University Press,2009.",973.91 C433r,https://library.cau.ac.kr/#/search/detail/7428758
Literary ideas in 18th century France and England :a critical survey,"Green, Frederick Charles","New York :F. Ungar Pub. Co.,1966.",840.9005 G795L,https://library.cau.ac.kr/#/search/detail/7400374
The rehearsal,"Buckingham, George Villiers","Great Neck, N.Y. :Barron's Educational Seriesc1960.",822 D799b,https://library.cau.ac.kr/#/search/detail/7400363
Introduction to probability models,"Ross, Sheldon M",Amsterdam,519.2 R826i11,https://library.cau.ac.kr/#/search/detail/7088436
Inequality :what can be done?,"Atkinson, A. B","Cambridge, Massachusetts :Harvard University Press,2015.",339.22 A875ih,https://library.cau.ac.kr/#/search/detail/6945784
Health promotion throughout the life span,"Edelman, Carole","St. Louis, Missouri :Elsevier,c2014.",613 E21h8,https://library.cau.ac.kr/#/search/detail/6773660
Analyzing baseball data with R,"Marchi, Max","Boca Raton :CRC Press,2014.",796.3570727 M317a,https://library.cau.ac.kr/#/search/detail/6288253
"Family policy paradoxes :gender equality and labour market regulation in Sweden, 1930-2010","Lundqvist, Åsa","Bristol :Policy Press,2011.",306.8509485 L962f,https://library.cau.ac.kr/#/search/detail/6288240
Trade winds of change :Korea in world trade,김철수,"Seoul, Korea :좋은땅 :G-World,2014.",382.0951 김철수통Eg,https://library.cau.ac.kr/#/search/detail/6237725
"The great escape :health, wealth, and the origins of inequality","Deaton, Angus","Princeton, NJ",339.22 D285g,https://library.cau.ac.kr/#/search/detail/6090639
Human behavior recognition technologies :intelligent applications for monitoring and security,"Guesgen, Hans Werner","Hershey, PA :Information Science Reference,2013.",681.25 G936h,https://library.cau.ac.kr/#/search/detail/6083646
Phylogenetic trees made easy :a how-to manual,"Hall, Barry G","Sunderland, Mass. :Sinauer Associates,c2011.",576.880285 H174p4,https://library.cau.ac.kr/#/search/detail/6066338
Œuvres complètes,"Bataille, Georges","Paris :Gallimard,1970-1988.",848 B328o v.10/v.2/v.3/v.4/v.5/v.7,https://library.cau.ac.kr/#/search/detail/5932181
L'expérience intérieure,"Bataille, Georges","[Paris] :Gallimard, 1992.",128 B328e,https://library.cau.ac.kr/#/search/detail/5812742
Publics and counterpublics,"Warner, Michael",New York :Zone Books,301 W283p,https://library.cau.ac.kr/#/search/detail/5419573
The psychology of cyber crime :concepts and principles,"Kirwan, Grainne","Hershey, PA :Information Science Reference,2012.",364.3 K61p,https://library.cau.ac.kr/#/search/detail/5287752
Introduction à la lecture de Hegel :leçons sur la Phénoménologie de l'Esprit professées de 1933 à 1939 à l'École des Hautes Études,"Kojève, Alexandre","[Paris] :Gallimard,1992.",193 H462k,https://library.cau.ac.kr/#/search/detail/5255618
Integrated circuit design,"Weste, Neil H. E",Boston,621.395 W525i4,https://library.cau.ac.kr/#/search/detail/5245590
Industrial/organizational psychology :an applied approach,"Aamodt, Michael G","Belmont, Calif.:Wadsworth",158.7 A112i6,https://library.cau.ac.kr/#/search/detail/5240762
Security risk management :building an information security risk management program from the ground up,"Wheeler, Evan",Amsterdam,005.8 W562s,https://library.cau.ac.kr/#/search/detail/5239870
