title,writer,publication,callno,href
古事記の証明 :ワカタケル大王と太安萬侶,매일신문사,"東京 :毎日新聞社,1979.",953 매일신고,https://library.cau.ac.kr/#/search/detail/6090687
風立ちぬ,궁기준,"東京 :スタジオジブリ,2013",791.437 궁기준풍립,https://library.cau.ac.kr/#/search/detail/5939014
宮崎駿の時代 :1941~2008,구미훈,"東京 :鳥影社,2008",791.437 구미훈궁,https://library.cau.ac.kr/#/search/detail/5939013
飛行艇時代 :映画『紅の豚』原作,궁기준,"東京 :大日本絵画,2004",791.437 궁기준비,https://library.cau.ac.kr/#/search/detail/5939012
地域社会から見る帝国日本と植民地 :朝鮮·台湾·満洲,송전리언,"京都 :思文閣出版,2013",951.6 송전리지,https://library.cau.ac.kr/#/search/detail/5934785
植民地朝鮮の日常を問う :第2回佛教大学·東國大学校共同研究,한철호,"京都 :佛教大学国際交流センター,2012",951.6 한철호식,https://library.cau.ac.kr/#/search/detail/5934784
"キャラに生命 (いのち) を吹き込むイラスト上達テクニック.2,表現力アップ編",toshi,"東京 :エムディエヌコーポレーション,2013",null,https://library.cau.ac.kr/#/search/detail/5934621
キャラに生命 (いのち) を吹き込むイラスト上達テクニック,toshi,"東京 :エムディエヌコーポレーション,2012",743.3 T714키 v.1/v.2,https://library.cau.ac.kr/#/search/detail/5934620
沙果、林檎そして :李正子歌集,이정자,"東京:影書房,2010",813.1 이정자사,https://library.cau.ac.kr/#/search/detail/5934619
マッパラムの丘,이정자,"東京 :作品社,2004",813.1 이정자마,https://library.cau.ac.kr/#/search/detail/5934618
マーケティング戦略,화전충부,"東京 :有斐閣,1996(1999 11쇄)",658.8 화전충마,https://library.cau.ac.kr/#/search/detail/5934617
アッチュム!フランスのかわいい古書を探しに,전정진리,"東京 :青山出版社,2006",028.9 전정진아,https://library.cau.ac.kr/#/search/detail/5931914
妖怪大談義 :対談集,경극하언,"東京 :角川書店,2008",398.250953 경극하요,https://library.cau.ac.kr/#/search/detail/5931913
(アニメ版)ゲゲゲの鬼太郎妖怪事典,어뮤즈먼트출판부,"東京 :講談社,2010",398.250953 어뮤즈게,https://library.cau.ac.kr/#/search/detail/5931912
図書·図書館史,소흑호사,"東京 :日本図書館協会,2013",027.009 소흑호도,https://library.cau.ac.kr/#/search/detail/5931911
聖職の碑,신전차랑,"東京 :講談社,1976",813.3 신전차성,https://library.cau.ac.kr/#/search/detail/5931910
雪椿,주정웅평,"東京 :文芸社,2005",813.3 주정웅설,https://library.cau.ac.kr/#/search/detail/5931909
日本政治思想史 :十七～十九世紀,도변호,"東京 :東京大学出版会,2010",320.953 도변호일,https://library.cau.ac.kr/#/search/detail/5931908
日米地位協定逐条批判,지위협정연구회,"東京 :新日本出版社,1997",355.7 지위협일,https://library.cau.ac.kr/#/search/detail/5931907
日本文學の光と影 :荷風ㆍ花袋ㆍ谷崎ㆍ川端,"Yoshida-Kurafuto, Barubara","東京 :藤原書店,2006",813.09 Y65일J빈,https://library.cau.ac.kr/#/search/detail/5931906
太平洋戦争の史実から、今日何を学ぶか,촌상훈,"東京 :実業之日本社,1987",953.71 촌상훈태,https://library.cau.ac.kr/#/search/detail/5931905
「つくる会」歴史·公民教科書 :使ったら危険 :子どもを戰爭にみちびく敎科書はいらない!,상삼총,"東京:明石書店,2005.",375 상삼총츠,https://library.cau.ac.kr/#/search/detail/5931904
在日米軍地位協定,본간호,"東京 :日本評論社,1996",355.031 본간호재,https://library.cau.ac.kr/#/search/detail/5931902
新しい朝鮮史像をもとめて: 対談集,기전외,"東京 :大和書房,1992",327.53051 기전외신,https://library.cau.ac.kr/#/search/detail/5931901
日本経済活力維持の条件,야촌증권김융경제연구소,"東京 :東洋経済新報社,2007",330.953 야촌증일,https://library.cau.ac.kr/#/search/detail/5931900
EUは國家を超えられるか:政治統合のゆくえ,평도건사,"東京:岩波書店,2004",null,https://library.cau.ac.kr/#/search/detail/5931899
巨大古墳と倭の五王,원도례이,"東京 :青木書店,1981",953.2 원도례거,https://library.cau.ac.kr/#/search/detail/5931898
東京初空襲 : アメリカ特攻作戦の記録,"Glines, Carroll V","東京 :彩流社,1982",953.71 G561dJ족,https://library.cau.ac.kr/#/search/detail/5931897
経済危機と学問の危機 : 岩波書店創業90年記念シンポジウム,궁본헌일,"東京 :岩波書店,2004",330.953 궁본헌경,https://library.cau.ac.kr/#/search/detail/5931896
生きる勇気が湧いてくる本 : 生涯をかけて愛と人生を見つめつづけた作家の珠玉のアフォリズム,원등 주작,"東京 :騎虎書房,1996",813.4 원등주생,https://library.cau.ac.kr/#/search/detail/5931895
作家の臨終·墓碑事典,암정관,"東京 :東京堂出版,1997",813.092 암정관작,https://library.cau.ac.kr/#/search/detail/5931894
海に沈む太陽,양석일,"東京 :筑摩書房,2005",813.3 양석일해,https://library.cau.ac.kr/#/search/detail/5931893
孔子,정상정,"東京 :新潮社,1989",813.3 정상정공,https://library.cau.ac.kr/#/search/detail/5931891
遍歴と興亡 :二十一世紀時代小説論,중도성,"東京 :講談社,2001",813.309 중도성편,https://library.cau.ac.kr/#/search/detail/5931890
邪馬台国論争,강본건일,"東京 :講談社,1995",953.3 강본건사,https://library.cau.ac.kr/#/search/detail/5931889
漂泊の民 山窩の謎 :日本のジプシー,좌치방언,"東京:新国民社,1982",398.0953 좌치방표,https://library.cau.ac.kr/#/search/detail/5931888
患者の権利,지영만,"福岡 :九州大学出版会,1995",615.5071 지영만환,https://library.cau.ac.kr/#/search/detail/5931887
世界に平和アピールを発し続けて : 七人委員会46年の歩み,세계평화어필칠인위원회,"東京 平凡社,2002",327.53 세계평세,https://library.cau.ac.kr/#/search/detail/5931886
南京への道,본다승일,"東京 :朝日新聞社,1987",953.7 본다승남,https://library.cau.ac.kr/#/search/detail/5931885
支配者を支配せよ : 選挙/選挙後,"Wolferen, Karel Van","東京 :毎日新聞社,1996",320.953 W855hJ대,https://library.cau.ac.kr/#/search/detail/5931884
新日本のカジノ産業 : 超高齢化社会だからこそ期待される!,상야건일,"東京 :しののめ出版,2006",338.477954 상야건신,https://library.cau.ac.kr/#/search/detail/5931883
さらば小泉純一郎! : 国民の生命を無視する冷血、傲慢、厚顔宰相を許さない,천목직인,"東京 :講談社,2004",320.953 천목직사,https://library.cau.ac.kr/#/search/detail/5931882
民主党派閥抗争史 : 民主党の行方,판원영헌,"東京 :共栄書房,2008",324.253 판원영민,https://library.cau.ac.kr/#/search/detail/5931881
北風に起つ : 継体戦争と蘇我稲目,흑암중오,"東京 :中央公論社,1988",813.3 흑암중북,https://library.cau.ac.kr/#/search/detail/5931880
人類知抄 百家言,중촌웅이랑,"東京 :朝日新聞社,1996",398.9 중촌웅인,https://library.cau.ac.kr/#/search/detail/5931879
子どもの涙 :ある在日朝鮮人の読書遍歴,서 경식,"東京 :柏書房,1995",028.5 서경식자,https://library.cau.ac.kr/#/search/detail/5931878
日本の詩歌,추원삭태랑,"東京:中央公論新社,1975",813.1 추원삭일,https://library.cau.ac.kr/#/search/detail/5931877
生物多様性 : 生命の豊かさを育むもの,당본효자,"東京 :岩波書店,1995",363.7 당본효생,https://library.cau.ac.kr/#/search/detail/5931875
日本環境報告,본다승일,"東京 :朝日新聞,1992",363.7 본다승일,https://library.cau.ac.kr/#/search/detail/5931874
遠き落日,도변순일,"東京 :角川書店,1982",813.3 도변순원 v.2,https://library.cau.ac.kr/#/search/detail/5931873
16週 : あなたといた幸せな時間,향정아기,"東京 :扶桑社,2002",813.8 향정아십,https://library.cau.ac.kr/#/search/detail/5931871
ソニー自叙伝,ソニー広報センター,"[東京 :ワック,1998",338.76213 소니광소,https://library.cau.ac.kr/#/search/detail/5931870
"後藤田正晴と十二人の総理たち : もう鳴らない""ゴット·フォン""",좌々순행,"東京 :文藝春秋,2006",320.953 후등전좌,https://library.cau.ac.kr/#/search/detail/5931869
ステップファザー·ステップ,宮部 みゆき,"東京 :講談社,1996",813.3 궁부미스,https://library.cau.ac.kr/#/search/detail/5931868
白い航跡,길촌소,"東京 :講談社,2009",813.3 길촌소백 v.1/v.2,https://library.cau.ac.kr/#/search/detail/5931867
シズコさん,좌야양자,"東京 :新潮社,2010",813.3 좌야양시,https://library.cau.ac.kr/#/search/detail/5931864
永田町ビッグバンの仕掛人 亀井静香,대하영치,"東京 :小学館,1999",813.3 대하영영,https://library.cau.ac.kr/#/search/detail/5931863
万延元年のフットボール,대강건삼랑,"東京 :講談社,1988",813.3 대강건만,https://library.cau.ac.kr/#/search/detail/5931862
心の過労死 : 働きざかりの精神医学,평정부웅,"東京 :社会思想社,1992",616.852 평정부심,https://library.cau.ac.kr/#/search/detail/5931860
清兵衛と瓢箪·網走まで,지하직재,"東京 :新潮社,1968",813.3 지하직청,https://library.cau.ac.kr/#/search/detail/5931859
北朝鮮データブック,중촌지계,"東京 :講談社,1997",320.9518 중촌지북,https://library.cau.ac.kr/#/search/detail/5931858
