title,writer,publication,callno,href
日本薬局方,일본공정서협회,"東京 :じほう,2011",R 615.1 일본공일16,https://library.cau.ac.kr/#/search/detail/5600874
日本藥局方 :條文と注條,일본약국방해설서편집위원회,"東京 :廣川書店,2011",R 615.1153 일본약16 2011 v.1/2011 v.2,https://library.cau.ac.kr/#/search/detail/5600873
日本藥局方解說書 /日本藥局方解說書編集委員會 編者,일본약국방해설서편집위원회,"東京 :廣川書店,2011",R 615.1153 일본약해16 2011 v.1/2011 v.2/2011 v.3/2011 v.4/2011 v.5,https://library.cau.ac.kr/#/search/detail/5600872
日本画年鑑 =Graphic Japanese style painting.2013,"東京 :マリア書房,2012.",null,null,https://library.cau.ac.kr/#/search/detail/5600871
(The) Wagara :日本の傳統美素材集,성원의부,"東京 :ソ-テック社,2011",745.40953 성원의w,https://library.cau.ac.kr/#/search/detail/5600861
現代フランスを読む :共和国·多文化主義·クレオール,삼포신효,"東京 :大修館書店,2002.",306.0944 삼포신현,https://library.cau.ac.kr/#/search/detail/5600860
遅刻の誕生 :近代日本における時間意識の形成,교본의언,"東京 :三元社,2001(2010 10 刷)",304.237 교본의지,https://library.cau.ac.kr/#/search/detail/5600283
中國政治思想史,숙공권,"臺北 :商务印书馆 ,2011",320.0952 숙공권중 v.1/v.2,https://library.cau.ac.kr/#/search/detail/5599714
SAIだけで描くガ-リ-デジ繪レッスン :デジ繪初心者さん向け樂しく可愛く,현광사,"東京 :玄光社,2012",006.6 현광사s,https://library.cau.ac.kr/#/search/detail/5599690
メイドロボットはどこから生物となるか,하록,"東京 :オ-ム社,2009",570 하록메,https://library.cau.ac.kr/#/search/detail/5599689
ロボットテクノロジ-,일본로봇학회,"東京 :オ-ム社,2011",629.892 일본로로,https://library.cau.ac.kr/#/search/detail/5599688
人工知能の基礎,소림일랑,"東京 :サイエンス社,2008",006.3 소림일인,https://library.cau.ac.kr/#/search/detail/5599687
天皇と芸能,도부태명,"東京 :講談社,2011",953 도부태천,https://library.cau.ac.kr/#/search/detail/5599685
文化系統學への招待 :文化の進化パタ-ンを探る =(An)introduction to cultural phylogenetics : an unified framework for studying patterns in cultural evolution,중미앙,"東京 :勁草書房,2012",306 중미앙문,https://library.cau.ac.kr/#/search/detail/5598176
安部公房『砂の女』作品論集,석기등,"東京 :クレス出版,2003",813.309 석기등안,https://library.cau.ac.kr/#/search/detail/5598175
