title,writer,publication,callno,href
ゴールデンスランバー,이판행태랑,"東京:新潮社,2007(2010 20刷)",813.3 이판행고,https://library.cau.ac.kr/#/search/detail/5192333
年表日本漫畵史,청수훈,"京都 :臨川書店,2007",741.5953 청수훈년,https://library.cau.ac.kr/#/search/detail/5184714
戰後少女マンガ史,미택가박,"東京 :筑摩書房,2007",741.5953 미택가전,https://library.cau.ac.kr/#/search/detail/5184713
再啓蒙から文化批評へ :大江健三郞の1957-1967,왕신신,"仙台 :東北大學出版會,2007",813.09 대강건왕,https://library.cau.ac.kr/#/search/detail/5184712
大江健三郞論 :森の思想と生き方の原理,흑고일부,"東京 :彩流社,1989",813.09 대강건흑,https://library.cau.ac.kr/#/search/detail/5184711
大江健三郞の文學,안등시,"東京 :おうふう,2006",813.09 대강건안,https://library.cau.ac.kr/#/search/detail/5184710
东亚货币对抗,"Grimes, William W","北京 :法律,2010",332.042095 G862cC역,https://library.cau.ac.kr/#/search/detail/5179667
賭博の日本史,증천굉일,"東京 :平凡社,1989",363.420953 증천굉도,https://library.cau.ac.kr/#/search/detail/5174309
日和見 :日本王権論の試み,궁전등,"東京 :平凡社,1992",398.0953 궁전등일,https://library.cau.ac.kr/#/search/detail/5174308
日本文化史,가영삼랑,"東京 :岩波書店,1982(1994 26쇄)",null,https://library.cau.ac.kr/#/search/detail/5174307
敗者の維新史 :会津藩士荒川勝茂の日記,성량일,"東京 :中央公論社,1990",953.61 성량일패,https://library.cau.ac.kr/#/search/detail/5174306
山県有朋 :明治日本の象徵,강의무,"東京 :岩波書店,1958(1994 23쇄)",920.053 강의무산,https://library.cau.ac.kr/#/search/detail/5174305
廃藩置県 近代統一国家への苦悶,송미정인,"東京 :中央公論社,1986",953.61 송미정폐,https://library.cau.ac.kr/#/search/detail/5174304
幕藩權力と 明治維新,명치유신사학회,"東京 :吉川弘文館,1992",953.61 명치유막,https://library.cau.ac.kr/#/search/detail/5174303
(図説)西郷隆盛と大久保利通,방즉정,"東京 :河出西房新社,1990",920.953 방즉정서,https://library.cau.ac.kr/#/search/detail/5174302
遠い隣人:近世日露交渉史,"Adami, Norbert R","東京 :平凡社,1993",953.5 A198e시,https://library.cau.ac.kr/#/search/detail/5174301
藤原賴通の時代 :攝關政治から院政へ,판본상삼,"東京 :平凡社,1991",953.3 판본상등,https://library.cau.ac.kr/#/search/detail/5174300
田中正造全集,전중정조,"東京:岩波書店,1977-1980",081.3 전중정전 v.20/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/5174298
近代 日本の 政治構造,유마학,"東京 :吉川弘文館,1993",320.953 유마학근,https://library.cau.ac.kr/#/search/detail/5174297
日本近代史講義 :明治立憲制の形成とその理念,조해정,"東京 :東京大学出版会,1988",953.4 조해정일,https://library.cau.ac.kr/#/search/detail/5174296
日本開国史,석정효,"東京:吉川弘文館,1972(1990 3쇄)",953 석정효일,https://library.cau.ac.kr/#/search/detail/5174295
一揆,청목미지남,"東京 :東京大学出版会,1981",953 청목미일 v.1/v.2/v.3/v.4/v.5,https://library.cau.ac.kr/#/search/detail/5174294
嫌われる日本人,"Bartu, Friedemann","東京 :NHK出版,1994",338.915305 B294u희,https://library.cau.ac.kr/#/search/detail/5174293
江戶時代とはなにか :日本史上の近世と近代,미등정영,"東京 :岩波書店,1992",953 미등정강,https://library.cau.ac.kr/#/search/detail/5174292
日本史の 基礎知識 :銳い歷史感賞を養うために,삼원장개,"東京 :有斐閣,1986",953 삼원장일,https://library.cau.ac.kr/#/search/detail/5174291
田中正造と近代思想,중입도부,"東京 :現代評論社,1972",920.053 전중정중,https://library.cau.ac.kr/#/search/detail/5174290
日本近代化の世界史的位置 :その方法論的硏究,지원탁자,"東京 :岩波書店,1981",953.6 지원탁일,https://library.cau.ac.kr/#/search/detail/5174289
近代天皇制の形成過程,하산삼랑,"東京 :岩波書店,1989",952 하산삼근,https://library.cau.ac.kr/#/search/detail/5174288
田中正造之生涯 :伝記·田中正造,목하상강,"東京 :大空社,1991",null,https://library.cau.ac.kr/#/search/detail/5174287
日本歷史の 國際環境,서도정생,"東京 :東京大學出版會,1985",953 서도정일,https://library.cau.ac.kr/#/search/detail/5174286
在地領主制,령목국홍,"東京 :雄山閣出版,1980",953.3 령목국재,https://library.cau.ac.kr/#/search/detail/5174285
權力と土地所有,석정자랑,"東京 :東京大学出版会,1966(1984 2刷)",333.109535 석정자권,https://library.cau.ac.kr/#/search/detail/5174284
古代大和朝延,궁기시정,"東京 :筑摩書房,1988",953.2 궁기시고,https://library.cau.ac.kr/#/search/detail/5174283
四書集註,주희찬,"臺北 :藝文印書館,1994",181.218 주희찬사 v.1/v.2,https://library.cau.ac.kr/#/search/detail/5174282
近代日本とアジア :文化の交流と摩擦,평야건일랑,"東京 :東京大學出版會,1984",953.6 평야건근,https://library.cau.ac.kr/#/search/detail/5174281
明治維新草莽運動史,고목준보,"東京 :勁草書房,1974",953.6 고목준명,https://library.cau.ac.kr/#/search/detail/5174280
明治初期の国際関係,327.536,"東京 :吉川弘文館,1977",327.536 석정효명,https://library.cau.ac.kr/#/search/detail/5174279
(新版)日本史年表,역사학연구회,"東京 :岩波書店,1984",953 역사학일암,https://library.cau.ac.kr/#/search/detail/5174278
日中近代化の比較,마가준,"東京 :六興出版,2011.",952 마가준일,https://library.cau.ac.kr/#/search/detail/5174275
中國人のトポス :洞窟·風水·壺中天,삼포국웅,"東京 :平凡社,1988",181.2 삼포국중,https://library.cau.ac.kr/#/search/detail/5174274
明治維新の原流,안등영남,"東京 :紀伊國屋書店,1994",953.61 안등영명,https://library.cau.ac.kr/#/search/detail/5174273
巴菲特給靑年的九個忠告,곽연령,"東京 :海합文化出版圖書有限公司,2006",179.7 곽연령파,https://library.cau.ac.kr/#/search/detail/5174249
基礎からわかる製パン技術,길야정일,"東京 :柴田書店,2011",641.815 길야정기,https://library.cau.ac.kr/#/search/detail/5174248
ケーキこの人、この店の定番 :それぞれのレシピ、それぞれの表現,시전서점 케이킹 편집부,"東京 :柴田書店,2009",641.815 시전서케,https://library.cau.ac.kr/#/search/detail/5174247
(新)漢語水平考試 HSK 6級攻略 :阅读,류운,"北京 :北京大學出版社,2011",412.8 한림풍한열,https://library.cau.ac.kr/#/search/detail/5173815
勝手にふるえてろ,면시리사,"東京 :文藝春秋,2010",813.3 면시리승,https://library.cau.ac.kr/#/search/detail/5173176
CPUの創りかた :IC10個のお手軽CPU設計超入門 : 初歩のデジタル回路動作の基本原理と製作,도파욱,"東京 :毎日コミュニケーションズ,2003(2011年 17刷)",621.39 도파욱c,https://library.cau.ac.kr/#/search/detail/5173175
新大學敎授になる方法,취전소미태,"東京 :ダイヤモンド社,2001",378.12 취전소신,https://library.cau.ac.kr/#/search/detail/5160438
大學敎授という仕事,삼원후길,"東京 :水曜社,2010",378.12 삼원후대,https://library.cau.ac.kr/#/search/detail/5160437
これから学会発表する若者のために :ポスタ-と口頭のプレゼン技術,주정총수,"東京 :共立出版,2008",658.452 주정총코,https://library.cau.ac.kr/#/search/detail/5160436
これから論文を書く若者のために,주정총수,"東京 :共立出版,2006(2010 20쇄)",808.066 주정총코,https://library.cau.ac.kr/#/search/detail/5160435
創造的論文の書き方,이단경지,"東京 :有斐閣,2001(2011 13쇄)",808.066 이단경창,https://library.cau.ac.kr/#/search/detail/5160434
学術論文の技法,제등효,"東京 :日本エディタ-スク-ル出版部,2005(2006 2쇄)",808.066 제등효학 2005,https://library.cau.ac.kr/#/search/detail/5160433
槪說日本語,북원보웅,"東京 :朝倉書店,1995",413 북원보개조,https://library.cau.ac.kr/#/search/detail/5160432
