title,writer,publication,callno,href
図解アトリエ·ワン =Graphic anatomy atelier bow-wow,총본유청,"東京 :TOTO出版,2007-2014(2017 刷)",720.284 아틀리도 v.1/v.2,https://library.cau.ac.kr/#/search/detail/9062811
日本美術の歴史,십유웅,"東京 :東京大学出版会,2005(2012 8刷)",709.53 십유웅일,https://library.cau.ac.kr/#/search/detail/9062576
日本風景論,지하중앙,"東京 :講談社,2014",915.3 지하중일 2014,https://library.cau.ac.kr/#/search/detail/9062571
庭(にわ)を読み解く :京都の古寺 : なぜ京都のお寺には名庭が多いのか?,백번양삼랑,"京都 :淡交社,平成24[2012]",712.60953 백번양정,https://library.cau.ac.kr/#/search/detail/9062569
秘伝書を読む「作庭記」 :寝殿造りの庭と文化,파다야관,"東京 :誠文堂新光社,2015",712.60953 파다야비,https://library.cau.ac.kr/#/search/detail/9062551
動員のメディアミックス =Media mix mobilization :「創作する大衆」の戦時下·戦後,대총영지,"京都 :思文閣出版,2017",306.0953 대총영동,https://library.cau.ac.kr/#/search/detail/9062057
日本がバカだから戦争に負けた :角川書店と教養の運命,대총영지,"東京 :星海社,2017",306.10953 대총영일,https://library.cau.ac.kr/#/search/detail/9062056
日本に引揚げた人々 :博多港引揚者·援護者聞書,고삼지서,"福岡 :圖書出版のぶ工房,平成23[2011]",363.34988 고삼지일,https://library.cau.ac.kr/#/search/detail/9061988
遊戯の起源 :遊びと遊戯具はどのようにして生まれたか,증천굉일,"東京 :平凡社,2017",394.3 증천굉유,https://library.cau.ac.kr/#/search/detail/9060367
茶室露地大事典,중촌창생,"京都 :淡交社,2018",R 394.10953 중촌창다,https://library.cau.ac.kr/#/search/detail/9060110
医用画像情報工学,등전광지,"東京 :医歯薬出版,2018",616.0757 등전광의,https://library.cau.ac.kr/#/search/detail/9059371
電気電子計測,전실가랑,"東京 :オーム社,2018",621.37 전실가전,https://library.cau.ac.kr/#/search/detail/9059370
放射線概論 :第1種放射線取扱主任者試験受験用テキスト,시전덕사,"東京 :通商産業研究社,2018",621.48 시전덕방10,https://library.cau.ac.kr/#/search/detail/9059369
人工知能原理,가납정방,"東京 :コロナ社,2017",006.3 가납정인,https://library.cau.ac.kr/#/search/detail/9059368
音声認識,소전호일,"東京 :講談社,2017",006.454 소전호음,https://library.cau.ac.kr/#/search/detail/9059367
Python機械学習プログラミング :達人データサイエンティストによる理論と実践,"Raschka, Sebastian","東京 :インプレス,2018",005.133 R223p2쿠,https://library.cau.ac.kr/#/search/detail/9059366
いちばんやさしいディープラーニング入門教室,곡강광수,"東京 :ソーテック社,2018",006.31 곡강광이,https://library.cau.ac.kr/#/search/detail/9059365
利己的な遺伝子,"Dawkins, Richard","東京 :紀伊國屋書店,2018",576.5 D271s4일,https://library.cau.ac.kr/#/search/detail/9059364
TensorFlowではじめるdeep learning実装入門 =Beginning TensorFlow Deep Learning,신촌척야,"東京 :インプレス,2018",006.31 신촌척t,https://library.cau.ac.kr/#/search/detail/9059363
(Pythonで動かして学ぶ!) あたらしい機械学習の教科書,이등진,"東京 :翔泳社,2018",006.31 이등진아,https://library.cau.ac.kr/#/search/detail/9059362
ロボットキットで学ぶ機械工学,마장정승,"東京 :工学社,2018",629.892 마장정로,https://library.cau.ac.kr/#/search/detail/9059361
TensorFlow活用ガイド :機械学習アプリケーション開発入門,하전윤대,"東京 :技術評論社,2018",006.31 하전윤t,https://library.cau.ac.kr/#/search/detail/9059360
ロボットと生きる社会 :法はAIとどう付き合う?,각전미수자,"東京 :弘文堂,2018",629.892 각전미로,https://library.cau.ac.kr/#/search/detail/9059359
工場や産業でがんばるロボット,좌등지정,"東京 :鈴木出版,2018",629.892 좌등지공,https://library.cau.ac.kr/#/search/detail/9059358
火災性状予測計算ハンドブック =Handbook on design calculation methods of fire behavior,일본건축학회,"東京 :日本建築学会,2018",628.92 일본건화,https://library.cau.ac.kr/#/search/detail/9059357
建築工事における施工シミュレータ :設計BIMと施工BIMとの橋渡し,가납성남,"東京 :早稲田大学出版部,2018",720.284 가납성건,https://library.cau.ac.kr/#/search/detail/9059356
脱住宅 :「小さな経済圏」を設計する,산본이현,"東京 :平凡社,2018",728 산본이탈,https://library.cau.ac.kr/#/search/detail/9059355
建築応用力学,소야훈,"東京 :共立出版,2018",624.1 가등섭건 2018,https://library.cau.ac.kr/#/search/detail/9059354
建築設計のための構造力学 :建築構造技術の基礎,고전수웅,"東京 :鹿島出版会,2018",624.1 고전수건,https://library.cau.ac.kr/#/search/detail/9059353
植物は「未来」を知っている :9つの能力から芽生えるテクノロジー革命,"Mancuso, Stefano","東京 :NHK出版,2018",580 M269p구,https://library.cau.ac.kr/#/search/detail/9059352
つながりで学ぶ建築設備,근등무사,"東京 :彰国社,2018",696 근등무츠,https://library.cau.ac.kr/#/search/detail/9059351
強震動 :観測記録とその特性,취천삼랑,"東京 :朝倉書店,2018",551.220287 취천삼강,https://library.cau.ac.kr/#/search/detail/9059350
基本からマスターできる建築構造力学,진전화명,"東京 :朝倉書店,2018",624.1 진전화기,https://library.cau.ac.kr/#/search/detail/9059349
ヤマベの耐震改修,산변풍언,"東京 :エクスナレッジ,2018",624.1762 산변풍야,https://library.cau.ac.kr/#/search/detail/9059348
今を映す「トイレ」 :ユニバーサル·デザインを超えて、快適性の先に,창국사,"東京 :彰国社,2018",747.78 창국사금,https://library.cau.ac.kr/#/search/detail/9059347
黃河奔流 :大林洞 700-6号的 故事,최황규,"首尔 :HL Books,2017",275.1 최황규황정,https://library.cau.ac.kr/#/search/detail/9059082
日本人のためのはじめての韓国語,현윤호,"東京 :白帝社,2008",411.8 현윤호일,https://library.cau.ac.kr/#/search/detail/9058627
(原形からの変化がわかる!) 韓国語単語活用辞典,이상표,"東京 :ナツメ社,2011(2018 12刷)",411.82 이상표한국,https://library.cau.ac.kr/#/search/detail/9058625
(日本人のための) 韓国語ナビ.初級,김중섭,"東京 :国書刊行会,2009",411.8 김중섭한j강 v.1/v.2,https://library.cau.ac.kr/#/search/detail/9058624
(リー先生の日本人のための) 韓国語レッスン :コツさえわかれば超かんたん!!,이상표,"東京 :ナツメ社,2011(2017 11刷)",411.8 이상표한,https://library.cau.ac.kr/#/search/detail/9058623
漢字で覚える韓国語 :日本人だからできる!,시길칙호,"東京 :河出書房新社,2017",411.82 시길칙한2,https://library.cau.ac.kr/#/search/detail/9058622
漢字でひらめく韓国語 :当てずっぽうの法則,이상표,"東京 :ナツメ社,2014",411.82 이상표한,https://library.cau.ac.kr/#/search/detail/9058620
記憶のエチカ :戰爭·哲學·アウシュヴィッツ,고교철재,"東京 :岩波書店,2017",102 고교철기 2017,https://library.cau.ac.kr/#/search/detail/9058255
國聞報 :外二種,공상길,"北京 :國家圖書館出版社,2013",071.2 공상길국 v.1/v.10/v.2/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/9055853
処罰社会 :コレージュ·ド·フランス講義1972-1973年度,"Foucault, Michel","東京 :筑摩書房,2017",303.33 F762s팔,https://library.cau.ac.kr/#/search/detail/9055638
死刑.1,"Derrida, Jacques","東京 :白水社,2017",194 D438s고,https://library.cau.ac.kr/#/search/detail/9055296
「ポスト68年」と私たち :「現代思想と政治」の現在,시전양언,"東京 :平凡社,2017",320.01 시전양포,https://library.cau.ac.kr/#/search/detail/9055295
思想史としての現代日本,"Gluck, Carol","東京 :岩波書店,2016",301.0953 G567사,https://library.cau.ac.kr/#/search/detail/9055084
论小说十家,조완,"北京 :三联书店,2011",812.309 조완논2,https://library.cau.ac.kr/#/search/detail/9052714
现代中国“短篇小说”的兴起 :以文类形构为视角,장려화,"北京 :北京大学出版社,2011",812.309 장려화현,https://library.cau.ac.kr/#/search/detail/9052711
宋本毛詩詁訓傳,모형,"北京 :國家圖書館出版社,2017",181.213 모형모육 v.1/v.2/v.3,https://library.cau.ac.kr/#/search/detail/9052710
小说史 :理论与实践,진평원,"北京 :北京大学出版社,2010",812.309 진평원소,https://library.cau.ac.kr/#/search/detail/9052708
千古文人侠客梦,진평원,"北京 :北京大学出版社,2010(2017 5刷)",812.309 진평원천2,https://library.cau.ac.kr/#/search/detail/9052707
千と千尋の神隠し =Spirited away,궁기준,"小金井 :徳間書店スタジオジブリ事業本部,2001",791.430953 궁기준천,https://library.cau.ac.kr/#/search/detail/9052706
中国现代小说的起点 :清末民初小说研究,진평원,"北京 :北京大学出版社,2010(2017 3刷)",812.309 진평원중북,https://library.cau.ac.kr/#/search/detail/9052705
中国现代小说流派史 :增订本,엄가염,"北京 :高等教育出版社,2014",812.309 엄가염중,https://library.cau.ac.kr/#/search/detail/9052704
中国现代小说史,하지청,"杭州 :浙江人民出版社,2016",812.309 하지청h유,https://library.cau.ac.kr/#/search/detail/9052703
中国小说叙事模式的转变,진평원,"北京 :北京大學出版社,2010(2017 3刷)",812.309 진평원중2,https://library.cau.ac.kr/#/search/detail/9052702
蒋介石在臺灣,왕광원,"北京 :中国文史出版社,2008",952.7092 장개석왕,https://library.cau.ac.kr/#/search/detail/9052429
村上春樹とハルキムラカミ :精神分析する作家,방천태구,"京都 :ミネルヴァ書房,2010",813.3 촌상춘방미,https://library.cau.ac.kr/#/search/detail/9049986
高麗茶碗 :論考と資料,고려다완연구회(일본),"京都 :河原書店,2003",394.10953 고려다고,https://library.cau.ac.kr/#/search/detail/9049293
牧口常三郎の教師論,고천돈,"東京 :論創社,2010",371.1 목구상고,https://library.cau.ac.kr/#/search/detail/9048897
牧口常三郎の教育思想,고천돈,"東京 :論創社,2012",370.1 목구상고,https://library.cau.ac.kr/#/search/detail/9048896
聞書庶民烈伝 :牧口常三郎とその時代.上,죽중노,"東京 :三一書房,2008",953.7 목구상죽 v.1,https://library.cau.ac.kr/#/search/detail/9048893
人間教育への新しき潮流 :デューイと創価教育,지전대작,"東京 :第三文明社,2014",370.1 D519지,https://library.cau.ac.kr/#/search/detail/9048852
駐車場からのまちづくり :都市再生のために,안정융행,"京都 :学芸出版社,2012",307.3416 안정융주,https://library.cau.ac.kr/#/search/detail/9048845
好莱坞模式 :美国电影产业研究 =Hollywood : the study of the U.S. filmed entertainment business,진혁,"北京 :北京联合出版公司,2016",791.430973 진혁호2,https://library.cau.ac.kr/#/search/detail/9048184
电影发行与市场营销 =Film distribution and marketing,유가,"北京 :人民出版社,2016",338.4779143 유가전,https://library.cau.ac.kr/#/search/detail/9048169
镜像观察 :中国电影产业发展态势研究,왕붕,"北京 :中国社会科学出版社,2015",338.4779143 왕붕경,https://library.cau.ac.kr/#/search/detail/9047819
