title,writer,publication,callno,href
怪異の風景學 :妖怪文化の民俗地理,좌좌목고홍,"東京 :古今書院,2009",398.250953 좌좌목괴,https://library.cau.ac.kr/#/search/detail/4813333
漢語作爲第二語言敎學簡論,류순,"北京 :北京語言文化大學出版社,2002(2007 4刷)",412.07 류순한,https://library.cau.ac.kr/#/search/detail/4812413
漢語可以這樣敎 :語言技能篇,조금명,"北京 :商務印書館,2006(2010 3刷)",412.07 조금명한,https://library.cau.ac.kr/#/search/detail/4812412
對外漢語敎學實用語法,로복파,"北京 :北京語言文化大學出版社,1996(2009 14쇄)",412.5 로복파대,https://library.cau.ac.kr/#/search/detail/4812410
漢語可以這樣敎 :語言要素篇,장화생,"北京 :商務印書館,2006",412.07 장화생한,https://library.cau.ac.kr/#/search/detail/4812382
化粧品原料と製品技術 =Materials and product technology of cosmetics,고교아부,"東京 :シ―エムシ―,2003",668.55 고교아화,https://library.cau.ac.kr/#/search/detail/4804646
血液,일본생화학회,"東京 :東京化學同人,1987",616.15 일본생혈 v.1/v.2,https://library.cau.ac.kr/#/search/detail/4804645
アニメビジネスがわかる,증전홍도,"東京 :NTT出版,2007(2010 4刷)",741.5953 증전홍아,https://library.cau.ac.kr/#/search/detail/4802915
日本語モダリティ探究,익강륭지,"東京 :くろしお出版,2007",413.5 익강륭일,https://library.cau.ac.kr/#/search/detail/4802914
文献からみる第二言語習得研究,大学英語教育学会,"東京 :開拓社,2005(2009 3刷)",401.8 대학영문,https://library.cau.ac.kr/#/search/detail/4802913
教師と学習者のための日本語文型辞典,砂川有里子,"東京 :くろしお出版,1998(2009 16刷)",R 413.3 구루부교,https://library.cau.ac.kr/#/search/detail/4802912
中世日記紀行文学全評釈集成.第6巻,이조량기,"東京 :勉誠出版,2004",813.6 중세일 v.6,https://library.cau.ac.kr/#/search/detail/4802631
正徹 :残照の中の巨樹,촌미성일,"東京 :新典社,2006",813.11092 정철촌,https://library.cau.ac.kr/#/search/detail/4755257
精選日文讀解,김창규,"서울 :제이앤씨,2009",null,https://library.cau.ac.kr/#/search/detail/4754982
日本における 命名の記述的硏究,허황회,"서울 :제이앤씨,2009",null,https://library.cau.ac.kr/#/search/detail/4754977
やりもらいの文法,송혜선,"서울 :제이앤씨,2009",null,https://library.cau.ac.kr/#/search/detail/4754961
近代日本語の待遇表現の硏究 :社会言語学的な観点から,방극철,"서울 :제이앤씨,2010",413 방극철근,https://library.cau.ac.kr/#/search/detail/4754943
音韵学教程,당작번,"北京 :北京大学,2002(2010 14刷)",412.11 당작번음3,https://library.cau.ac.kr/#/search/detail/4754922
语音学教程,임도,"北京 :北京大学,1992(2009 12刷)",412.11 임도어,https://library.cau.ac.kr/#/search/detail/4754921
咸丰同治两朝上谕档,중국제일력사당안관,"桂林 :广西师范大学,1998",351.0952 중국제함 v.20/v.21/v.22/v.23/v.24/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/4754920
三礼通释,임창이,"北京 :北京图书馆,2006",181.214 임창이삼 v.1/v.2,https://library.cau.ac.kr/#/search/detail/4754919
古田織部 :桃山文化を演出する,시부량명,"東京 :角川書店,1999",394.10953 고전중시,https://library.cau.ac.kr/#/search/detail/4751333
千利休の「わび」とはなにか,신진조부,"東京 :角川学藝出版,2005",394.1095 천리휴신,https://library.cau.ac.kr/#/search/detail/4751332
日本文化論の名著入門,대구보교수,"東京 :角川学芸出版,2008",306.953 대구보일,https://library.cau.ac.kr/#/search/detail/4751331
能 :中世からの響き,송강심평,"東京 :角川書店,1998",792.0952 송강심능,https://library.cau.ac.kr/#/search/detail/4751330
カミの現象学 :身体から見た日本文化論,매원현일랑,"東京 :角川書店,2003",390.0953 매원현카,https://library.cau.ac.kr/#/search/detail/4751329
日本文化論 :美意識と歴史的風景,내량본신야,"東京 :角川書店,2002",953 내량본일,https://library.cau.ac.kr/#/search/detail/4751328
シュヴァンクマイエルとチェコ·アート,적총약수,"東京:未知谷,2008.",791.4309 적총약시,https://library.cau.ac.kr/#/search/detail/4746566
近世民衆の手習いと往来物,매촌가대,"松戶 :梓,2002",370.953 매촌가근,https://library.cau.ac.kr/#/search/detail/4746565
百人一首万華鏡,백번양삼랑,"京都 :思文閣出版,2005.",813.11 백번양백,https://library.cau.ac.kr/#/search/detail/4746564
植民地朝鮮の日本人,고기종사,"東京 :岩波書店,2002(2010 10刷)",951.6 고기종식,https://library.cau.ac.kr/#/search/detail/4746563
与陈丹青交谈 :《艺术世界》专栏文章结集,진단청,"上海:上海文艺,2007",709.52 진단청여,https://library.cau.ac.kr/#/search/detail/4746505
