title,writer,publication,callno,href
A guide to oncology symptom management,"Brown, Carlton G","Pittsburgh, Pennsylvania :Oncology Nursing Society,c2015.",616.9940231 B877g2,https://library.cau.ac.kr/#/search/detail/7753558
Principles of fluorescence spectroscopy,"Lakowicz, Joseph R","New York :Springer,c2006.",543.56 L192p3,https://library.cau.ac.kr/#/search/detail/7753557
Research methods in physical activity,"Thomas, Jerry R","Champaign, IL :Human Kinetics,c2015.",613.71072 T458r7,https://library.cau.ac.kr/#/search/detail/7737341
The strengths perspective in social work practice,"Saleebey, Dennis","Boston :Pearson,c2013.",361.32 S163s6,https://library.cau.ac.kr/#/search/detail/7737340
Computer organization and design :the hardware/software interface,"Patterson, David A",Amsterdam,004.22 H515cm5,https://library.cau.ac.kr/#/search/detail/7737338
Surgical management of pain,"Burchiel, Kim","New York :Thieme,2015.",616.0472 B947s2,https://library.cau.ac.kr/#/search/detail/7737337
"A literary history of England.3,The restoration and eighteenth century, 1660-1789","Sherburn, George","New York :Appleton-Century-Crofts,1948.",820.9 S551L v.3,https://library.cau.ac.kr/#/search/detail/7737322
Comparative education research :approaches and methods,"Bray, Mark","New York :Springer,2014.",370.9072 B827c2,https://library.cau.ac.kr/#/search/detail/7720826
Interactive computer graphics :a top-down approach with WebGL,"Angel, Edward","Boston :Pearson,2015.",006.6 A581i7,https://library.cau.ac.kr/#/search/detail/7720821
Time series models for business and economic forecasting,"Franses, Philip Hans","Cambridge, UK. :Cambridge University Press,2014.",330.0151955 F835t2,https://library.cau.ac.kr/#/search/detail/7713431
"Pedagogy and human movement :theory, practice, research","Tinning, Richard",London,613.7071 T591p,https://library.cau.ac.kr/#/search/detail/7713428
Solid state electronic devices,"Streetman, Ben G","Boston :Pearson,c2015.",621.38152 S915s7,https://library.cau.ac.kr/#/search/detail/7713426
Microelectronic circuits,"Sedra, Adel S",New York,621.3815 S449m7,https://library.cau.ac.kr/#/search/detail/7713425
Introduction to health physics,"Cember, Herman","New York :McGraw-Hill Medical,c2009.",610.153 C394i4,https://library.cau.ac.kr/#/search/detail/7713422
Marketing research,"Burns, Alvin C","Boston :Pearson,c2014.",658.83 B967m7,https://library.cau.ac.kr/#/search/detail/7713421
"Big media, big money :cultural texts and political economics","Bettig, Ronald V","Lanham, Md. :Rowman & Littlefield Publishers, Inc.,c2012.",384.0973 B565b2,https://library.cau.ac.kr/#/search/detail/7713414
Women's health care in advanced practice nursing,"Fogel, Catherine Ingram","New York :Springer Pub.,c2008.",613.04244 F655w,https://library.cau.ac.kr/#/search/detail/7713413
Natural products isolation :methods and protocols,"Sarker, Satyajit D","New York :Humana Press,2012.",547.7 N285-3,https://library.cau.ac.kr/#/search/detail/7712256
Course in general linguistics,"Saussure, Ferdinand de","[New York] :Forgotten Books,2015.",401 S259cEb,https://library.cau.ac.kr/#/search/detail/7712255
"Supply chain management :strategy, planning, and operation","Chopra, Sunil","Boston :Pearson,c2016.",658.7 C549s6,https://library.cau.ac.kr/#/search/detail/7712253
Discourse on metaphysics correspondence with Arnauld and Monadology,"Leibniz, Gottfried Wilhelm","[New York] :Forgotten Books,2015.",110 L525dEm,https://library.cau.ac.kr/#/search/detail/7712251
Transition metals in the synthesis of complex organic molecules,"Hegedus, Louis S","Sausalito, Calif. :University Science Books,c2010.",547.2 H462t3,https://library.cau.ac.kr/#/search/detail/7712246
"Principles of responsible management :glocal sustainability, responsibility, and ethics","Laasch, Olivereauthor",Australia,658.408 L111p,https://library.cau.ac.kr/#/search/detail/7712245
Professional piano teaching :a comprehensive piano pedagogy textbook,"Jacobson, Jeanine Mae","Los Angeles :Alfred Music,2015.",786.2193071 J17p v.1,https://library.cau.ac.kr/#/search/detail/7712243
Dos mundos :comunicación y comunidad,"Terrell, Tracy D","New York:McGraw-Hill Higher Education,2009.",468.2421 T325d7,https://library.cau.ac.kr/#/search/detail/7712242
Classics in Spectroscopy :isolation and structure elucidation of natural products,"Berger, Stefan","Weinheim :Wiley-VCH,2009.",538.362 B496c,https://library.cau.ac.kr/#/search/detail/7712241
Business research methods,"Cooper, Donald R","New York, NY :McGraw-Hill/Irwin,c2014.",658.0072 C776b12,https://library.cau.ac.kr/#/search/detail/7712240
Introduction to probability,"Bertsekas, Dimitri P","Belmont, Mass. :Athena Scientific,c2008.",519.2 B551i2,https://library.cau.ac.kr/#/search/detail/7712239
Principles of marketing,"Kotler, Philip","Boston :Pearson,c2016.",658.8 K87p16,https://library.cau.ac.kr/#/search/detail/7712237
Counselling children :a practical introduction,"Geldard, Kathryn","Los Angeles :Sage,2013.",618.928914 G315c4,https://library.cau.ac.kr/#/search/detail/7712236
"Social science research :principles, methods, and practices","Bhattacherjee, Anol","[Tampa, Florida?] :Anol Bhattacherjee,2012.",300.72 B575s2,https://library.cau.ac.kr/#/search/detail/7712235
Emerging technologies for food processing,"Sun, Da-Wen","Amsterdam :Academic Press,2014.",664 S957e2,https://library.cau.ac.kr/#/search/detail/7712232
Preventing problem behaviors :schoolwide programs and classroom practices,"Algozzine, Robert","New York :Skyhorse Publishing,2015.",371.1024 A396p,https://library.cau.ac.kr/#/search/detail/7712231
Elements of ecology,"Smith, T. M","Boston :Pearson,2015.",577 S662e9,https://library.cau.ac.kr/#/search/detail/7712230
Logistics management and strategy :competing through the supply chain,"Harrison, Alan","Harlow, England",658.5 H318L5,https://library.cau.ac.kr/#/search/detail/7712220
Fundamentals of electrical engineering,"Rizzoni, Giorgio","Dubuque, IA :McGraw-Hill,c2009.",621.3 R627f,https://library.cau.ac.kr/#/search/detail/7712215
Pediatric neurology,"Holmes, Gregory L",Oxford,618.928 H751p2,https://library.cau.ac.kr/#/search/detail/7712213
Organization theory & design,"Daft, Richard L","Boston, MA :Cengage Learning,2016.",658.4 D124o12,https://library.cau.ac.kr/#/search/detail/7712211
Lifelong learning :concepts and contexts,"Sutherland, Peter",London,374 S966L,https://library.cau.ac.kr/#/search/detail/7712209
Intermediate accounting,"Kieso, Donald E","Hoboken, N.J. :Wiley,2016.",657.044 K47i16,https://library.cau.ac.kr/#/search/detail/7712206
"Strategic brand management :building, measuring, and managing brand equity","Keller, Kevin Lane","Boston :Pearson,c2013.",658.827 K29s4,https://library.cau.ac.kr/#/search/detail/7712200
"Plasma physics :an introduction to laboratory, space, and fusion plasmas","Piel, Alexander",Heidelberg,530.44 P613p,https://library.cau.ac.kr/#/search/detail/7712198
Curriculum development for medical education :a six-step approach,"Thomas, Patricia A","Baltimore :Johns Hopkins University Press,c2016.",610.71173 K39c3,https://library.cau.ac.kr/#/search/detail/7712197
The new public personnel administration,"Nigro, Lloyd G","Boston, MA :Wadsworth Cengage Learning,c2014.",352.60973 N689n7,https://library.cau.ac.kr/#/search/detail/7712191
Immunology :clinical case studies and disease pathophysiology,"Strober, Warren","Hoboken, N.J. :Wiley-Blackwell,c2009.",616.97 S919i,https://library.cau.ac.kr/#/search/detail/7712180
Global health 101,"Skolnik, Richard L","Burlington, MA :Jones & Bartlett Learning,c2016.",362.1 S628g3,https://library.cau.ac.kr/#/search/detail/7712179
Key terms in Second language acquisiton,"VanPatten, Bill",London,401.80071 V273k2,https://library.cau.ac.kr/#/search/detail/7712176
Statistics in plain English,"Urdan, Timothy C","New York :Routledge,2010.",519.5 U74s3,https://library.cau.ac.kr/#/search/detail/7712174
Control systems engineering,"Nise, Norman S","Hoboken, NJ :Wiley,c2015.",629.8 N724c7,https://library.cau.ac.kr/#/search/detail/7712172
"Green metropolis :why living smaller, living closer, and driving less are keys to sustainability","Owen, David","New York :Riverhead Books,c2009.",304.2091732 O97g,https://library.cau.ac.kr/#/search/detail/7712169
Nutrition for sport and exercise,"Dunford, Marie","Belmont, CA :Wadsworth, Cengage Learning,c2012.",613.2024796 D915n2,https://library.cau.ac.kr/#/search/detail/7712165
Media programming :strategies and practices,"Eastman, Susan Tyler","Boston, MA :Wadsworth,c2013.",791.450236 E13m9,https://library.cau.ac.kr/#/search/detail/7712164
Braunwald's heart disease :review and assessment,"Lilly, Leonard S","Philadelphia, PA :Elsevier,c2016.",616.120076 B825h10,https://library.cau.ac.kr/#/search/detail/7712160
"Ongoing crisis communication :planning, managing, and responding","Coombs, W. Timothy","Thousand Oaks, California :SAGE,c2015.",658.4056 C775o4,https://library.cau.ac.kr/#/search/detail/7712157
The Oxford handbook of lifelong learning,"London, Manuel",Oxford,374 L847o,https://library.cau.ac.kr/#/search/detail/7712155
Organizational behavior,"Kreitner, Robert","New York, NY :McGraw-Hill/Irwin,2013.",658.3 K92o10,https://library.cau.ac.kr/#/search/detail/7712150
"Poetry of civilization :mythopoeic displacement in the verse of Milton, Dryden, Pope, and Johnson","Budick, Sanford","New Haven :Yale University Press,1974.",821.09 B927p,https://library.cau.ac.kr/#/search/detail/7712133
Milton criticism :selections from four centuries,"Thorpe, James Ernest","New York :Collier Books,1969, c1950.",821.09 M662t,https://library.cau.ac.kr/#/search/detail/7712130
Humanism and poetry in the early Tudor period :an essay,"Mason, H. A","London :Routledge and Paul,1959.",821.09 M399h,https://library.cau.ac.kr/#/search/detail/7712126
Dramatic essays of the neoclassic age,"Adams, Henry Hitch",New York :Benjamin Blom1965.,809.2 A213d,https://library.cau.ac.kr/#/search/detail/7712067
Thermodynamics :an engineering approach,"Çengel, Yunus A","New York, NY :McGraw-Hill,c2015.",621.4021 C395t8-s,https://library.cau.ac.kr/#/search/detail/7711706
Three dialogues between Hylas and Philonous,George Berkeley,"[San Bernardino, CA :CreateSpace Independent Publishing Platform,2013]",192 G349e,https://library.cau.ac.kr/#/search/detail/7711705
Practical classroom English,"Hughes, Glyn","Oxford :Oxford University Press,2007.",428.0071 H893p,https://library.cau.ac.kr/#/search/detail/7711704
Handbook of occupational health psychology,"Quick, James C","Washington, DC :American Psychological Association,c2011.",616.89 Q6h2,https://library.cau.ac.kr/#/search/detail/7711701
Power system analysis and design,"Glover, J. Duncan","Stamford, CT :Cengage Learning,2012.",621.319 G566p5,https://library.cau.ac.kr/#/search/detail/7711697
"The boy who was raised as a dog :and other stories from a child psychiatrist's notebook : what traumatized children can teach us about loss, love, and healing","Perry, Bruce Duncan","New York :Basic Books,c2006.",618.9289 P462b,https://library.cau.ac.kr/#/search/detail/7711695
"Behavioral finance :investors, corporations, and markets","Baker, H. Kent","Hoboken, N.J. :Wiley,2010.",336.2019 B167b,https://library.cau.ac.kr/#/search/detail/7711693
Introduction to chemical engineering :tools for today and tomorrow,"Solen, Kenneth A","Hoboken, NJ :John Wiley & Sons, Inc.,c2011.",660.2 S685i5,https://library.cau.ac.kr/#/search/detail/7711686
"Investment banks, hedge funds, and private equity","Stowell, David","Waltham, MA :Academic Press,c2013.",332.66 S893i2,https://library.cau.ac.kr/#/search/detail/7711685
Tintinalli's emergency medicine :a comprehensive study guide,"Tintinalli, Judith E","New York :McGraw-Hill Education,c2016.",616.025 T593e8,https://library.cau.ac.kr/#/search/detail/7711682
The cell :a molecular approach,"Cooper, Geoffrey M","Sunderland, Massachusetts, U.S.A. :Sinauer Associates, Inc., Publishers,2016.",571.6 C776c7,https://library.cau.ac.kr/#/search/detail/7711680
