title,writer,publication,callno,href
日本文明の謎を解く :21世紀を考えるヒント,죽촌공태랑,"東京 :淸流出版,2003",953 죽촌공일,https://library.cau.ac.kr/#/search/detail/5544512
村上春樹 全作品 :1979~1989,촌상춘수,"東京:講談社,19902005",813.3 촌상춘촌 v.1/v.2/v.3/v.4/v.5/v.6/v.7/v.8,https://library.cau.ac.kr/#/search/detail/5544511
これが応用哲学だ,호전산화구,"大津 :大隅書店,2012",100 호전산고,https://library.cau.ac.kr/#/search/detail/5544510
文学の徴候,재등환,"東京 :文藝春秋,2004",813.09 재등환문,https://library.cau.ac.kr/#/search/detail/5544509
関係の化学としての文学,재등환,"東京 :新潮社,2009",813.309 재등환관,https://library.cau.ac.kr/#/search/detail/5544508
東アジアにおける後発近代化と社会政策 :韓国と台湾の医療保険政策,이연화,"京都 :ミネルヴァ書房,2011",368.42 이연화동,https://library.cau.ac.kr/#/search/detail/5544507
ザハ·ハディッドは語る,"Hadid, Zaha","東京 :筑摩書房,2010",720.1 H129h롱,https://library.cau.ac.kr/#/search/detail/5527874
日本文明77の鍵,매도충부,"東京 :文藝春秋,2005",953 매도충일,https://library.cau.ac.kr/#/search/detail/5524650
日本文明とは何か :パクス·ヤポニカの可能性,산절철웅,"東京 :角川書店,2004",953 산절철일,https://library.cau.ac.kr/#/search/detail/5524649
村上春樹を読みつくす,소산철랑,"東京 :講談社,2010",813.3 촌상춘소,https://library.cau.ac.kr/#/search/detail/5524648
近代日本人の美意識,산절철웅,"東京 :岩波書店,2001",813.09 산절철근,https://library.cau.ac.kr/#/search/detail/5524647
日本人と日本文化 :対談,사마료태랑,"東京 :中央公論新社,1996(2011 10쇄)",306.0953 사마료일,https://library.cau.ac.kr/#/search/detail/5524646
応用哲学を学ぶ人のために,호전산화구,"京都 :世界思想社,2011",100 호전산응,https://library.cau.ac.kr/#/search/detail/5524645
アイデンティティとライフサイクル =Identity and the life cycle,"Erikson, Erik H","東京 :誠信書房,2011",155 E68i서,https://library.cau.ac.kr/#/search/detail/5524644
"ドゥル-ズ千の文學 =Deleuze, mille litteratures",우야방일,"東京 :せりか書房,2011",809 우야방도,https://library.cau.ac.kr/#/search/detail/5524643
知識人の終焉,"Lyotard, Jean Francois","東京 :法政大學出版局,2010",194 L991t원 2010,https://library.cau.ac.kr/#/search/detail/5524642
マルクスの構想力 :疎外論の射程,암좌무편,"東京 :社會評論社,2010",335.4 암좌무마,https://library.cau.ac.kr/#/search/detail/5524641
「文学」の精神分析,재등환,"東京 :河出書房新社,2009",813.09 재등환박김,https://library.cau.ac.kr/#/search/detail/5524640
諸学の体系 :学問論復興のために,"Tillich, Paul","東京 :法政大學出版局,2012",501 T577s청,https://library.cau.ac.kr/#/search/detail/5524639
茶話指月集,곡단소부,"京都 :淡交社,2011",394.10953 곡단소다,https://library.cau.ac.kr/#/search/detail/5524638
日本史のなかの茶道,곡단소부,"京都 :淡交社,2010",394.10953 곡단소일,https://library.cau.ac.kr/#/search/detail/5524637
建築家たちの20代,동경대학,"東京 :TOTO出版,1999",720.92 동경대건,https://library.cau.ac.kr/#/search/detail/5524636
中国宋代禅林高僧墨蹟の研究,호건명,"東京 :春秋社,2007",745.61 호건명중,https://library.cau.ac.kr/#/search/detail/5524635
義楚六帖,의초,"京都 :朋友書店,1990",294.303 의초의,https://library.cau.ac.kr/#/search/detail/5523971
茶の湯の逸話,횡전팔중미,"東京 :淡交社,2012",394.10953 횡전팔다,https://library.cau.ac.kr/#/search/detail/5523970
時代と人間,굴전선위,"小金井 :德間書店スタジオジブリ事業本部,2004",813.092 굴전선시,https://library.cau.ac.kr/#/search/detail/5523969
野火,대강승평,"東京 :新潮社,,1987",813.3 대강승야2,https://library.cau.ac.kr/#/search/detail/5523968
二つの同時代史,대강승평,"東京 :岩波書店,2009",813.09 대강승이,https://library.cau.ac.kr/#/search/detail/5523967
戦争,대강승평,"東京 :岩波書店,2007",813.3 대강승전,https://library.cau.ac.kr/#/search/detail/5523966
事件,대강승평,"東京 :新潮社,2003",813.3 대강승사2,https://library.cau.ac.kr/#/search/detail/5523965
「文化力」の時代 :21世紀のアジアと日本,청목보,"東京 :岩波書店,2011",306.095 청목보문,https://library.cau.ac.kr/#/search/detail/5523964
王權と儀禮,망야선언,"東京 :岩波書店,2002",321.030953 망야선왕,https://library.cau.ac.kr/#/search/detail/5523963
心の槪念,"Ryle, Gibert","東京 :みすず書房,1987",128.2 R994c판,https://library.cau.ac.kr/#/search/detail/5523962
実体概念と関数概念 :認識批判の基本的諸問題の硏究,"Cassirer, Ernst","東京 :みすず書房,1979",193 C345s산,https://library.cau.ac.kr/#/search/detail/5523961
マックス·フライシャ- :アニメションの天才的變革者,"Fleischer, Richard O","東京 :作品社,2009",791.433092 전률미o전,https://library.cau.ac.kr/#/search/detail/5523959
連塾 方法日本,송강정강,"東京 :春秋社,2011",306.0953 송강정연 v.1/v.2/v.3,https://library.cau.ac.kr/#/search/detail/5519453
戰爭と平和,백선엽,"ソウル :M Winners,2010",951.731 백선엽전,https://library.cau.ac.kr/#/search/detail/5519452
(2009年)中国传媒产业发展报告 = Report on development of China’s media industry. 2009,최보국,"北京 : 社会科学文献出版社, 2009",338.0951 최보국중 2009,https://library.cau.ac.kr/#/search/detail/5519378
传媒产业经济学导论 [专著],동청염,"上海 :复旦大学出版社,2007",338 동청염전,https://library.cau.ac.kr/#/search/detail/5519377
パッケ―ジデザイン總覽 =Best of packaging in Japan,일보,"東京 :日報,1992-",745.2 일보페 v.6/v.7/v.8,https://library.cau.ac.kr/#/search/detail/5519174
現代世界のガラス,경도국립근대미술관,"京都 :淡交社,1981",748 경도국현,https://library.cau.ac.kr/#/search/detail/5518721
逆境はこわくない :知恵をしぼり、汗をかけば、会社は必ず変わる,뇌호웅삼,"東京 :東洋経済新報社,2003",650.1 뇌호웅역,https://library.cau.ac.kr/#/search/detail/5518718
世界の電力ビッグバン :21世紀の電力産業を展望する,시도정지,"東京 :東洋経済新報社,1999.",null,https://library.cau.ac.kr/#/search/detail/5518716
アサヒビールの電子メール社内革命,궁본굉태랑,"東京 :中経出版,1996",641.23 궁본굉아,https://library.cau.ac.kr/#/search/detail/5518711
実戦フィルターテクニック,붕교태연,"東京 :朝日ソノラマ,1985",771.3 붕교태실,https://library.cau.ac.kr/#/search/detail/5518710
ビールのうまさをさぐる,기린맥주주식회사,"東京 :裳華房,1990",641.23 기린맥비,https://library.cau.ac.kr/#/search/detail/5518709
包装が食品開發のキメ手,삼진의겸,"東京: 日本食糧新聞社,1983",664.09 삼진의포,https://library.cau.ac.kr/#/search/detail/5518708
中国百科,화원로,"郑州 :海燕出版社,2004",952 화원로중,https://library.cau.ac.kr/#/search/detail/5518705
火葬の文化,청전풍지,"東京 :新潮社,1990",393.9 청전풍화,https://library.cau.ac.kr/#/search/detail/5518698
西洋美術史 : カラー版,청류정규,"東京 :美術出版社,1990.",709.4 청류정서,https://library.cau.ac.kr/#/search/detail/5518697
酒肴(つまみ)のネタ本 :有名割烹·小料理·専門店の味と工夫改革への證言,홈라이프세미나,"東京 :靑春出版社,1983",641.21 홈라이주,https://library.cau.ac.kr/#/search/detail/5518696
麦飯と韓国経済 : 改革への証言,문희갑,"東京 :日本評論社,1991",338.951 문희갑맥J우,https://library.cau.ac.kr/#/search/detail/5518695
「ナマ樽博士」の世界ビール紀行 :飲みくらべ·味くらべ·きき酒の旅,촌상만,"東京 :東洋経済新報社,1984",641.23 촌상만나,https://library.cau.ac.kr/#/search/detail/5518694
日本の製造技術·強さの秘密 :徹底検証,일경산업신문,"東京 :日経サイエンス社,1992.",609.53 일경산일,https://library.cau.ac.kr/#/search/detail/5518693
社長のこころ : 三十年間社員に送りつづけたメッセージ,전변승일,"吹田 :タナベ経営,1988",158.1 전변승사,https://library.cau.ac.kr/#/search/detail/5518692
新·ビールはどこが勝つか :構造変化を乗り切る四社の知恵と野心,비전열이랑,"東京 :ダイヤモンド社,1997",641.23 비전열신,https://library.cau.ac.kr/#/search/detail/5518690
人物20世紀,화산굉일,"東京 :講談社,1998.",909.82 화산굉인,https://library.cau.ac.kr/#/search/detail/5518688
地酒の本,CBS·ソニー出版編集部,"東京 :CBS·ソニー出版,1990",641.23 C386지,https://library.cau.ac.kr/#/search/detail/5518687
酒と肴 :今おいしい日本酒と肴のガイド,구루메랑도편집부,"東京 :CBS·ソニー出版,1990",641.21 구루메주,https://library.cau.ac.kr/#/search/detail/5518685
日本酒の未来戦略 :大関のさきがけマーケティング,재등절랑,"東京 :柴田書店,1981",641.23 재등절일,https://library.cau.ac.kr/#/search/detail/5518675
西藏,공위건,"北京 :中国旅游出版社,1999.",952.985 공위건서,https://library.cau.ac.kr/#/search/detail/5518672
