title,writer,publication,callno,href
蓝海战略 :超越产业竞争开创全新市场,"Kim, W. Chan","北京 :商务印书馆,2005",658.802 K49bC길,https://library.cau.ac.kr/#/search/detail/4654845
奕訢秘档 :清宮恭王府檔案總彙,중국제일역사당안관,"北京 :国家图书馆,2008",920.052 중국제혁 v.1/v.10/v.2/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/4654844
新垣結衣写真集 『ちゅら☆ちゅら』,도변달생,"東京 :集英社,20062009(7刷)",779 신원결신,https://library.cau.ac.kr/#/search/detail/4654226
にっこり :in戀するマドリ,영목소백합,"東京 :幻冬舍,2007",779.24 신원결영,https://library.cau.ac.kr/#/search/detail/4653773
Stussy 30 anniversary :Stussy 2010 spring collection,smart,"東京 :宝島社,2010",746.92 S636s,https://library.cau.ac.kr/#/search/detail/4653749
Snap no Shingo,향취신오,"東京 :光文社,2006",813.6 향취신s,https://library.cau.ac.kr/#/search/detail/4653748
"日本の 論点.2010,変わるルール変わるシステム",문예춘추,"東京 :文藝春秋,2010",300.953 문예춘일 2010,https://library.cau.ac.kr/#/search/detail/4653747
松山ケンイチ 1st photo book 起,일주간,"東京 :講談社,2007(2009 7刷)",779.23 송산켄일,https://library.cau.ac.kr/#/search/detail/4653746
武士道とともに生きる,산하태유,"東京:角川書店,2005.",796.8152 산하태무,https://library.cau.ac.kr/#/search/detail/4653685
Missmatch :堀北真希 x 黒木メイサ x シノヤマキシン,조산기신,"東京 :小学館,2006",779 굴북진m,https://library.cau.ac.kr/#/search/detail/4652125
Cinematic :Maki Horikita,신정철야,"東京 :ぴあ,20062007",779 굴북진c,https://library.cau.ac.kr/#/search/detail/4652124
回転テーブルはむつかしい :蒼井優 photo book,창정우,"東京 :メディアファクトリー,2008(2刷)",779 창정우회,https://library.cau.ac.kr/#/search/detail/4652123
堀北真希 in イノセント·ラヴ =Horikita Maki in innocent love,一週間,"東京 :講談社,2008",779 굴북진일,https://library.cau.ac.kr/#/search/detail/4652122
S :堀北真希写真集,굴북진희,"東京 :マガジンハウス,2008(2刷)",779 굴북진s,https://library.cau.ac.kr/#/search/detail/4652121
中国传统风俗与现代化,갈승옹,"西安 :陕西人民,1989",398.0952 갈승옹중,https://library.cau.ac.kr/#/search/detail/4648096
まっしろ :新垣結衣 寫眞集,웅곡관,"東京 :小學館,2007",779.24 신원결웅,https://library.cau.ac.kr/#/search/detail/4647623
Aoi Miyazaki,"Unnar, Magnus","東京 :ネコ.パブリッシング,2005",779.24 궁기아u,https://library.cau.ac.kr/#/search/detail/4647622
"Love, peace & green",궁기아오이,"東京 :小學館,2007(2009 2刷)",813.6 궁기아L,https://library.cau.ac.kr/#/search/detail/4647621
綾瀨はるか フロ-ト,관구미의,"東京 :ワニブックス,2008",779.24 능뇌하관,https://library.cau.ac.kr/#/search/detail/4647620
新木槿通信,이인영,"서울 :東西文化社,2007.",null,https://library.cau.ac.kr/#/search/detail/4647615
Juri :“ao akua”,상야수리,"東京 :ゴマブックス,2009",779.24 상야수j,https://library.cau.ac.kr/#/search/detail/4647457
手縫いで作る 革のカバン,야곡구인자,"東京 :NHK,2004(2009 15刷)",745.531 야곡구수,https://library.cau.ac.kr/#/search/detail/4647456
小栗旬ファースト写真集 SO,부정창홍,"東京 :主婦と生活社,2003",779.23 소율순부,https://library.cau.ac.kr/#/search/detail/4647455
(今がわかる時代がわかる) 日本地図,성미당출판,"東京 :成美堂,2010",912.53 성미당일 2010,https://library.cau.ac.kr/#/search/detail/4647454
カンタビ,관야미수,"東京 :講談社,2009.",813.8 관야미카,https://library.cau.ac.kr/#/search/detail/4646315
柴笑コウ フォトブック 0805,중촌화효,"東京 :SDP,2010.",779 중촌화시,https://library.cau.ac.kr/#/search/detail/4646314
大學生と留學生のための論文ワ-クブック,빈전마리,"東京 :くろしお出版,1997.",808.066 빈전마대,https://library.cau.ac.kr/#/search/detail/4646313
(ちびまる子ちゃんの) 敬語教室,관근건일,"東京 :集英社,2007(2008 6刷)",413.5 관근건경,https://library.cau.ac.kr/#/search/detail/4639304
蒼井優『 ダンデライオン』 =Yu Aoi 『Dandelion』,창정우,"東京 :ロッキング‧オン社,2007(2009 3刷)",779.24 창정우창론,https://library.cau.ac.kr/#/search/detail/4639303
Bellevue Ryo Kase :加瀬亮 - 写真+言葉+全作品,가뇌양,"東京 :メディアファクトリー,2006(2009 6刷)",779.23 가뇌양b,https://library.cau.ac.kr/#/search/detail/4639302
蒼井優 今日、このごろ。,창정우,"東京 :宝島社,2008",779.24 창정우창,https://library.cau.ac.kr/#/search/detail/4639301
Photo & episode 安室奈美恵 amazing! :秘蔵フォトとエピソードで綴るスペシャル·エディション,부판강,"東京 :アールズ,2009",779.978163 안실내부,https://library.cau.ac.kr/#/search/detail/4639300
利休百話,통정굉일,"京都 :淡交社,1999.",394.15 통정굉이,https://library.cau.ac.kr/#/search/detail/4620278
日本文化論'の變容 :戰後日本の文化とアイデンティティ-,청목보,"東京 :中央公論社,1990.",306.0953 청목보일,https://library.cau.ac.kr/#/search/detail/4620277
韓國の日常世界 :生活.社會.文化の基礎知識,임영철,"東京 :KKベストセラ-ズ,2004.",306.0951 임영철한,https://library.cau.ac.kr/#/search/detail/4620276
國文學入門,야산가정,"東京 :放送大學敎育振興會,2004.",813.09 야산가국,https://library.cau.ac.kr/#/search/detail/4620275
語源の文化誌,삼본츠토무,"東京 :開拓社,1983.",413.2 삼본츠어,https://library.cau.ac.kr/#/search/detail/4620274
"スポ-ツ文化の""現在""を探る",도원정호,"東京 :叢文社,2002.",796.01 도원정스,https://library.cau.ac.kr/#/search/detail/4620273
二十世紀スポ-ツの實像,중촌민웅,"東京 :創文企畵,2005.",796.01 중촌민이,https://library.cau.ac.kr/#/search/detail/4620272
中級から學ぶ日本語,황정례자,"東京 :硏究社,2003.",413.8 황정례중2,https://library.cau.ac.kr/#/search/detail/4620271
モダニティとポストモダン文化 :カルチュラル.スタディ-ズ入門,"McGuigan, Jim","東京:彩流社,2000.",306 M148m촌,https://library.cau.ac.kr/#/search/detail/4608622
第二言語習得硏究への招待 =An invitation to second language acquisition research in Japanese,전좌유기자,"東京 :くろしお出版,2003.",400.193 전좌유제,https://library.cau.ac.kr/#/search/detail/4608621
新参者,동야규오,"東京 :講談社,2009",813.3 동야규신,https://library.cau.ac.kr/#/search/detail/4608526
シンジケ-トロ-ン の實務 =Syndicated loan,관원아청,"東京 :金融財政事情硏究會,平成19[2007](平成21[2009] 4刷)",332.1753 관원아시2,https://library.cau.ac.kr/#/search/detail/4554891
勞動市場制度改革 :日本の動き方をいかに變えるか,학광태랑,"東京 :日本評論社,2009",331.120953 학광태노,https://library.cau.ac.kr/#/search/detail/4554884
カルチュラル.スタディ-ズへの招待,본교철야,"東京 :大修館書店,2002.",306 본교철카,https://library.cau.ac.kr/#/search/detail/4554861
カルチュラル.スタディ-ズ =Cultural studies,길견준재,"東京 :講談社,2001.",306 길견준카,https://library.cau.ac.kr/#/search/detail/4554860
カルチュラル.スタディ-ズを學ぶ人のために,"Rojek, Chris","京都 :世界思想社,2009.",306 R741c도,https://library.cau.ac.kr/#/search/detail/4554859
茶書の硏究 :數寄風流の成立と展開,통정굉일,"京都 :淡交社,平成15[2003]",394.15 통정굉다,https://library.cau.ac.kr/#/search/detail/4554858
あたしの一生 :猫のダルシ-の贈り物,"Ready, Dolores","東京 :飛鳥新社,2006.",823 R287c강,https://library.cau.ac.kr/#/search/detail/4554857
上海培育发展创意产业的 探索与实践 =Shanghai cultivating creative industry: research and practice,상해창의산업중심,"上海 :上海科学技术文献,2006",338.47306 상해창상,https://library.cau.ac.kr/#/search/detail/4552845
(楽しく学ぶ) 小学生の地図帳 :家庭学習用,帝国書院,"東京 :帝国書院,平成21[2009]",912.53 제국서소,https://library.cau.ac.kr/#/search/detail/4477327
痴人の愛,곡기윤일랑,"東京 :中央公論新社,2006(2007 2刷)",813.3 곡기윤치2,https://library.cau.ac.kr/#/search/detail/4422521
애플의 법칙 :애플의 생태계에는 문화와 경제가 공생한다,임신행,"파주 :살림 :살림Biz,2008",null,https://library.cau.ac.kr/#/search/detail/4227562
漢語稱謂大詞典 / 吉常宏 主編,길상굉,"石家莊 : 河北敎育出版社,2001.",R 412.3 길상굉한,https://library.cau.ac.kr/#/search/detail/1258681
Linguistics for non-linguists :a primer with exercises,"Parker, Frank","Boston :Allyn & Bacon,c2010.",401 P239L5,https://library.cau.ac.kr/#/search/detail/4654229
Computer networking :a top-down approach,"Kurose, James F","Boston, Mass. :Pearson,c2010.",004.678 K96c5,https://library.cau.ac.kr/#/search/detail/4654227
Lösungsheft zur Übungsgrammatik für die Mittelstufe,"Clamer, Friedrich","Meckenheim :Verlag Liebaug-Dartmann,c2002.",435 C586uL supp,https://library.cau.ac.kr/#/search/detail/4654225
"Übungsgrammatik für die Mittelstufe :Regeln, Listen, Übungen : Niveau C1","Clamer, Friedrich","Meckenheim :Liebaug-Dartmann,2006.",435 C586uL,https://library.cau.ac.kr/#/search/detail/4654224
Übungsgrammatik für die Grundstufe,"Clamer, Friedrich","Meckenheim :Verlag Liebaug-Dartmann,2007.",435 C586u4 supp,https://library.cau.ac.kr/#/search/detail/4654223
"Übungsgrammatik für die Grundstufe :Regeln, listen, Übungen : Niveau A2-B2","Clamer, Friedrich","Meckenheim :Verlag Liebaug-Dartmann,2007.",435 C586u4,https://library.cau.ac.kr/#/search/detail/4654222
Second language acquisition in a study abroad context,"Freed, Barbara F",Amsterdam,401.8007 F853s,https://library.cau.ac.kr/#/search/detail/4654220
"Paradoxes of appearing :essays on art, architecture and philosophy","Andersen, Michael Asgaard","Baden, Switzerland :Lars Müller Publishers,c2009.",700.1 A544p,https://library.cau.ac.kr/#/search/detail/4654219
"Morality, ethics, and gifted minds","Ambrose, Donald","New York :Springer,c2009.",null,https://library.cau.ac.kr/#/search/detail/4654218
Introduction to variance estimation,"Wolter, Kirk M","New York :Springer,c2007.",null,https://library.cau.ac.kr/#/search/detail/4654217
International handbook on giftedness,"Shavinina, Larisa V","New York :Springer,c2009.",371.95 S533i v.1/v.2,https://library.cau.ac.kr/#/search/detail/4654216
"Handbook of giftedness in children :psychoeducational theory, research, and best practices","Pfeiffer, Steven I","New York :Springer,c2008.",371.95 P527h,https://library.cau.ac.kr/#/search/detail/4654215
War rugs :the nightmare of modernism,"Mascelloni, Enrico","Milano :Skira,c2009.",null,https://library.cau.ac.kr/#/search/detail/4654214
An integrated approach to communication theory and research,"Stacks, Don W","New York :Routledge,2009.",null,https://library.cau.ac.kr/#/search/detail/4654213
"Under the heel of the dragon :Islam, racism, crime, and the Uighur in China","Kaltman, Blaine","Athens :Ohio University Press,c2007.",null,https://library.cau.ac.kr/#/search/detail/4654212
The map as art :contemporary artists explore cartography,"Harmon, Katharine A","New York :Princeton Architectural Press,2009.",null,https://library.cau.ac.kr/#/search/detail/4654211
Teachers caught in the action :professional development that matters,"Lieberman, Ann","New York :Teachers College Press,c2001.",370.7155 L716t,https://library.cau.ac.kr/#/search/detail/4654210
Plato and Heidegger :a question of dialogue,"Gonzalez, Francisco J","University Park, Pa. :Pennsylvania State University Press,c2009.",193 H465g,https://library.cau.ac.kr/#/search/detail/4654209
Paulina 1880,"Jouve, Pierre Jean","Evanston, Ill. :Marlboro Press,1995.",843 J86pEL,https://library.cau.ac.kr/#/search/detail/4654208
Lectures on mean curvature flows,"Zhu, Xi-Ping","Providence, R.I. :American Mathematical Society :International Press,c2002.",null,https://library.cau.ac.kr/#/search/detail/4654207
