title,writer,publication,callno,href
长安史话.两汉分册,장명흡,"[西安] :陕西旅游出版社 :陕西省新华书店发行,1991",952.9 장명흡장,https://library.cau.ac.kr/#/search/detail/8175564
長安史話.宋元明淸分冊,장명흡,"[西安] :陜西旅游出版社,1991",952.9 장안사장,https://library.cau.ac.kr/#/search/detail/8175557
长安史话.上古周秦分册,장명흡,"[西安] :陕西旅游出版社 :陕西省新华书店发行,1991",952.915 장명흡장2,https://library.cau.ac.kr/#/search/detail/8175554
秦俑学硏究 =(A) research in the studies of the terra-cotta warriors in the mausoleum of the Emperor Qin Shi-Huang,진시황병마용박물관,"西安 :陝西人民敎育出版社,1996",952.31 시황제진,https://library.cau.ac.kr/#/search/detail/8175550
中国民间宗教史,마서사,"上海 :上海人民出版社,1992",200.952 마서사중,https://library.cau.ac.kr/#/search/detail/8175534
中国工艺美术史,변종순,"北京 :中国轻工业出版社 :新华书店北京发行所发行,1993(1994 2刷)",745.50952 변종순중,https://library.cau.ac.kr/#/search/detail/8175502
中國古代建築史,유돈정,"北京 :中國建築工業出版社,1984",720.952 유돈정중2,https://library.cau.ac.kr/#/search/detail/1266166
中華民俗源流集成,설리,"蘭州 :甘肅人民,1994",398.0952 설리중 v.1/v.10/v.2/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/1182341
Literary theory :a very short introduction,"Culler, Jonathan D",Oxford,801.95 C967L2,https://library.cau.ac.kr/#/search/detail/8180194
The basis and applications of heterogeneous catalysis,"Bowker, M","New York :Oxford University Press,1998(2011 printing)",541.395 B786b,https://library.cau.ac.kr/#/search/detail/8180193
Learning with LabVIEW,"Bishop, Robert H","Upper Saddle River :Pearson,c2015.",006 B622Lp,https://library.cau.ac.kr/#/search/detail/8180192
Discrete mathematics and its applications,"Rosen, Kenneth H","New York :McGraw-Hill,c2012.",511 R813d7,https://library.cau.ac.kr/#/search/detail/8180191
How to teach vocabulary,"Thornbury, Scott","Harlow :Longman,c2002.",428.1 T497h,https://library.cau.ac.kr/#/search/detail/8180190
Communication power,"Castells, Manuel","Oxford :Oxford University Press,2013.",303.4833 C348c2,https://library.cau.ac.kr/#/search/detail/8180189
Adolescence,"Steinberg, Laurence D","New York, NY :McGraw-Hill,c2014.",305.235 S819a10,https://library.cau.ac.kr/#/search/detail/8180188
Demographic methods and concepts,"Rowland, D. T",Oxford,304.6072 R883d,https://library.cau.ac.kr/#/search/detail/8180186
Heat and mass transfer :fundamentals & applications,"Çengel, Yunus A","New York, N. Y. :McGraw-Hill,c2015.",621.4022 C395h5,https://library.cau.ac.kr/#/search/detail/8180183
Parent-child relations :an introduction to parenting,"Bigner, Jerry J","Boston :Pearson,c2014.",306.874 B593p9,https://library.cau.ac.kr/#/search/detail/8180182
A little book of language,"Crystal, David","New Haven :Yale University Press,2010(2011 printing)",400 C957L,https://library.cau.ac.kr/#/search/detail/8179876
Sage und Schreibe :Übungswortschatz Grundstufe A1-B1 mit Lösungen,"Fandrych, Christian","Stuttgart :Klett,c2015.",438 F199sL,https://library.cau.ac.kr/#/search/detail/8179837
Come closer :on love and self-protection,"Sand, Ilse",London,158.2 S213kEd,https://library.cau.ac.kr/#/search/detail/8179828
Finite mixture models,"McLachlan, Geoffrey J","New York :Wiley,c2000.",519.2 M161f,https://library.cau.ac.kr/#/search/detail/8179152
Stocker & Dehner's pediatric pathology,"Husain, Aliya N","Philadelphia :Wolters Kluwer,c2016.",618.92007 S864p4,https://library.cau.ac.kr/#/search/detail/8179151
#Republic :divided democracy in the age of social media,"Sunstein, Cass R","Princeton :Princeton University Press,c2017.",303.4833 S958h,https://library.cau.ac.kr/#/search/detail/8178763
Head First design patterns,"Freeman, Eric","Sebastopol, CA :O'Reilly, 2014, c2004.",005.1 F855h 2014,https://library.cau.ac.kr/#/search/detail/8178739
Molecular biology of the gene,"Watson, James D","Boston :Pearson,c2014.",572.8 W339m7,https://library.cau.ac.kr/#/search/detail/8178738
Pediatric nephrology,"Avner, Ellis D","Heidelberg :Springer,2016.",618.9261 A959p7 v.1/v.2/v.3,https://library.cau.ac.kr/#/search/detail/8178604
Building ideas :an architectural guide to the University of Chicago,"Pridmore, Jay","Chicago :The University of Chicago Press,2013.",378.77311 P947b,https://library.cau.ac.kr/#/search/detail/8178597
Durable inequality,"Tilly, Charles","Berkeley :University of California Press,c1998.",339.2 T579d,https://library.cau.ac.kr/#/search/detail/8178596
Adult education at the crossroads :learning our way out,"Finger, Matthias",London,374 F497a,https://library.cau.ac.kr/#/search/detail/8178595
Basic marketing research :customer insights and managerial action,"Brown, Tom J","Stamford, CT :Cengage Learning,2014.",658.83 C563b8,https://library.cau.ac.kr/#/search/detail/8178591
M. Butterfly,"Hwang, David Henry","New York, N.Y. :Dramatists Play Service Inc.,c1988.",822 H991m,https://library.cau.ac.kr/#/search/detail/8177866
Analysis & the fullness of reality :an introduction to reductionism & emergence,"Jones, Richard H","New York :Jackson Square Books,2013.",150.194 J78a,https://library.cau.ac.kr/#/search/detail/8177865
Optimal control linear quadratic methods,"Anderson, Brian D. O","Mineola, N.Y. :Dover Publications,2007.",629.8312 A545o,https://library.cau.ac.kr/#/search/detail/8177862
Animal farm :a fairy story,"Orwell, George","New York, NY :Signet Classic,1996",823 O79as,https://library.cau.ac.kr/#/search/detail/8177861
"Power, the state, and sovereignty :essays on international relations","Krasner, Stephen D",London,327 K89p,https://library.cau.ac.kr/#/search/detail/8177859
"The gender/sexuality reader :culture, history, political economy","Lancaster, Roger N","New York :Routledge,1997.",305.3 L245g,https://library.cau.ac.kr/#/search/detail/8177855
Cell and molecular biology,"Chandar, Nalini","Philadelphia :Wollters Kluwer Health/Lippincott Williams & Wilkins,c2010.",611.0181 C454c,https://library.cau.ac.kr/#/search/detail/8177854
Great streets,"Jacobs, Allan B","Cambridge, Mass. :MIT Press,c1993(1995 printing)",711.41 J17g,https://library.cau.ac.kr/#/search/detail/8177853
The age of learning :education and the knowledge society,"Jarvis, Peter","London :Kogan Page,2001.",370.1 J38a,https://library.cau.ac.kr/#/search/detail/8177851
Intermediate accounting,"Kieso, Donald E","Hoboken, NJ :John Wiley & Sons,2014.",657.044 K47ii2,https://library.cau.ac.kr/#/search/detail/8177847
The Lesbian and gay studies reader,"Abelove, Henry","New York :Routledge,1993.",305.90664 A141L,https://library.cau.ac.kr/#/search/detail/8177846
"Introduction to mediation, moderation, and conditional process analysis :a regression-based approach","Hayes, Andrew F","New York :Guilford Press,2013.",001.422 H417i,https://library.cau.ac.kr/#/search/detail/8177845
Gait analysis :normal and pathological function,"Perry, Jacquelin","Thorofare, NJ :SLACK,c2010.",612.044 P463g2,https://library.cau.ac.kr/#/search/detail/8177839
Adaptive control tutorial,"Ioannou, P. A","Philadelphia, PA :Society for Industrial and Applied Mathematics,c2006.",629.836 I64a,https://library.cau.ac.kr/#/search/detail/8177838
"The Columbia history of the American novel /Emory Elliott, general editor ; associate editors, Cathy N. Davidson ... [et al.]","Elliott, Emory","New York :Columbia University Press,c1991.",823.009 E46c,https://library.cau.ac.kr/#/search/detail/8177836
A mathematical introduction to robotic manipulation,"Murray, Richard M","Boca Raton :CRC Press,1994.",629.892 M983m,https://library.cau.ac.kr/#/search/detail/8177835
An introduction to object-oriented programming,"Budd, Timothy","Boston :Addison-Wesley,c2002.",005.117 B927i3,https://library.cau.ac.kr/#/search/detail/8177833
Applied numerical methods using MATLAB,"Yang, W","Hoboken, N.J. :Wiley-Interscience,c2005.",518 Y22a,https://library.cau.ac.kr/#/search/detail/8177832
Introduction to rock mechanics,"Goodman, Richard E","New York :Wiley,c1989.",624.15132 G653i2,https://library.cau.ac.kr/#/search/detail/8177827
Geotechnical earthquake engineering,"Kramer, Steven Lawrence","Upper Saddle River, N.J. :Prentice Hall,c1996.",624.1762 K89g,https://library.cau.ac.kr/#/search/detail/8177825
Quarks and leptons :an introductory course in modern particle physics,"Halzen, F","New York :Wiley,c1984.",539.721 H197q,https://library.cau.ac.kr/#/search/detail/8177824
Glow discharge processes :sputtering and plasma etching,"Chapman, Brian N","New York :Wiley,1980.",537.52 C466g,https://library.cau.ac.kr/#/search/detail/8177820
Elements of chemical reaction engineering,"Fogler, H. Scott","Upper Saddle River, NJ :Prentice Hall PTR,c2006.",660.2832 F656e4,https://library.cau.ac.kr/#/search/detail/8177815
Nanotechnologies in food,"Chaudhry, Qasim","Cambridge :RSC,c2010.",664 C496n,https://library.cau.ac.kr/#/search/detail/8177813
Introduction to Bayesian statistics,"Bolstad, William M","Hoboken, New Jersey :John Wiley & Sons, Inc.,c2017.",519.542 B693i3,https://library.cau.ac.kr/#/search/detail/8177698
Death of a Salesman,"Miller, Arthur","Middletown, DE :CreateSpace Independent Publishing Platform,2017.",822 M647dc,https://library.cau.ac.kr/#/search/detail/8177697
Doctor Zay,"Phelps, Elizabeth Stuart","Poland :CreateSpace Independent Publishing Platform,2013.",823 P538dc,https://library.cau.ac.kr/#/search/detail/8177696
Classical literary criticism,Aristotle,London,801.95 D717c2,https://library.cau.ac.kr/#/search/detail/8177694
Schopenhauer and Nietzsche,"Simmel, Georg","Urbana :University of Illinois Press,1991.",193 S373L,https://library.cau.ac.kr/#/search/detail/8177693
Beginning theory :an introduction to literary and cultural theory,"Barry, Peter","Manchester, UK",801.95 B281b3,https://library.cau.ac.kr/#/search/detail/8177692
An introduction to English semantics and pragmatics,"Griffiths, Patrick","Edinburgh :Edinburgh University Press,c2017.",420.143 G855i2,https://library.cau.ac.kr/#/search/detail/8177691
Blue ocean strategy :how to create uncontested market space and make the competition irrelevant,"Kim, W. Chan","Boston, Massachusetts :Harvard Business Review Press,c2015.",658.802 K49b2,https://library.cau.ac.kr/#/search/detail/8177690
A nurse's step-by-step guide to writing your dissertation or capstone,"Roush, Karen","Indianapolis, IN, USA :Sigma Theta Tau International,c2015.",610.730711 R863n,https://library.cau.ac.kr/#/search/detail/8177689
Drama worlds :a framework for process drama,"O'Neill, Cecily","Portsmouth, NH :Heinemann,c1995.",792.028 O58d,https://library.cau.ac.kr/#/search/detail/8177688
Writing a proposal for your dissertation :guidelines and examples,"Terrell, Steven R","New York :The Guilford Press,2016.",378.242 T325w,https://library.cau.ac.kr/#/search/detail/8177687
The British empiricists,"Priest, Stephen",London,146.440941 P949b2,https://library.cau.ac.kr/#/search/detail/8177686
How to teach piano successfully,"Bastien, James W","San Diego, Calif. :N.A. Kjos Music Co.,c1995.",786.207 B326h3,https://library.cau.ac.kr/#/search/detail/8177684
Lifelong learning and the new educational order,"Field, John",Stoke-on-Trent,374 F454L2,https://library.cau.ac.kr/#/search/detail/8177683
Making sense of lifelong learning :respecting the needs of all,"Evans, Norman",London,374.941 E92m,https://library.cau.ac.kr/#/search/detail/8177682
Taboos and issues,"MacAndrew, Richard","Andover :Cengage Learning EMEA,c2002(2015 printing)",428.0071 M114t,https://library.cau.ac.kr/#/search/detail/8177681
The technique of film editing,"Reisz, Karel","Burlington, MA :Focal Press,2010(2014 printing)",778.535 R378t2-1,https://library.cau.ac.kr/#/search/detail/8177680
Harrison's principles of internal medicine :self-assessment and board review,"Wiener, Charles M","New York :McGraw-Hill Education,2017.",616 H323-19 supp.,https://library.cau.ac.kr/#/search/detail/8177679
Fundamentals of pharmacognosy and phytotherapy,"Heinrich, Michael","Edinburgh :Elsevier,2012(2016 printing)",615.321 H469f2,https://library.cau.ac.kr/#/search/detail/8177678
"À propos.A2,Livre de l'eleve","Carenzi-Vialaneix, Cristelle","Grenoble :Presses Universitaires de Grenoble,2016.",448.24 A543p A2,https://library.cau.ac.kr/#/search/detail/8177677
Interpreting basic statistics :a guide and workbook based on excerpts from journal articles,"Holcomb, Zealure C","Glendale, CA. :Pyrczak Publishing,c2014.",519.5 H725i7 supp.,https://library.cau.ac.kr/#/search/detail/8177675
Asymptotic statistics,"Vaart, A. W. van der","Cambridge, UK",519.5 V111a,https://library.cau.ac.kr/#/search/detail/8177674
Minority populations and health :an introduction to health disparities in the United States,"LaVeist, Thomas Alexis","San Francisco :Jossey-Bass,c2005.",362.1089 L399m,https://library.cau.ac.kr/#/search/detail/8177672
Sustainable transportation :problems and solutions,"Black, William R","New York :Guilford Press,c2010.",388 B627s,https://library.cau.ac.kr/#/search/detail/8177670
The geography of urban transportation,"Giuliano, Genevieve","New York :Guilford Press,c2017.",338.4 G537g4,https://library.cau.ac.kr/#/search/detail/8177668
The Norton anthology of theory and criticism,"Leitch, Vincent B","New York :W. W. Norton & Co.,c2010.",801.95 L533n2,https://library.cau.ac.kr/#/search/detail/8177667
"The economics of money, banking, and financial markets","Mishkin, Frederic S","Boston :Pearson,c2016.",332 M678e11-g,https://library.cau.ac.kr/#/search/detail/8177666
The building environment :active and passive control systems,"Bradshaw, Vaughn","Hoboken, N.J. :Wiley,c2006.",696 B812b3,https://library.cau.ac.kr/#/search/detail/8177664
Critical infrastructure protection in homeland security :defending a networked nation,"Lewis, T. G","Hoboken, New Jersey :John Wiley & Sons,c2015.",005.8 L676c2,https://library.cau.ac.kr/#/search/detail/8177663
21st century security and CPTED :designing for critical infrastructure protection and crime prevention,"Atlas, Randall I","Boca Raton, FL :CRC Press,c2013.",364.49 A881t2,https://library.cau.ac.kr/#/search/detail/8177662
Cyber-physical security :protecting critical infrastructure at the state and local level,"Clark, Robert M","[Cham] :Springer,c2017.",005.8 C594c,https://library.cau.ac.kr/#/search/detail/8177661
Web development and design foundations with HTML5,"Felke-Morris, Terry","Boston :Pearson,c2017.",006.74 F316w8,https://library.cau.ac.kr/#/search/detail/8177660
Computational statistics,"Givens, Geof H","Hoboken, N.J. :Wiley,c2013.",519.5 G539c2,https://library.cau.ac.kr/#/search/detail/8177658
Matrix algebra useful for statistics,"Searle, S. R","Hoboken, NJ :John Wiley & Sons, Inc.,c2017.",512.9434 S439m2,https://library.cau.ac.kr/#/search/detail/8177657
Public relations :strategies and tactics,"Wilcox, Dennis L","Boston :Pearson,c2015.",659.2 W667p11,https://library.cau.ac.kr/#/search/detail/8177656
Fundamentals of web development,"Connolly, Randy","Boston :Pearson,c2015.",006.7 C752f,https://library.cau.ac.kr/#/search/detail/8177654
"Counseling research :quantitative, qualitative, and mixed methods","Sheperis, Carl","Boston :Pearson,c2017.",158.3072 S547c2,https://library.cau.ac.kr/#/search/detail/8177653
Categorical data analysis,"Agresti, Alan","Hoboken, NJ :Wiley,c2013.",519.535 A277c3,https://library.cau.ac.kr/#/search/detail/8177652
Information security :principles and practices,"Merkow, Mark S","Indianapolis, Indiana :Pearson,c2014.",005.8 M563i2,https://library.cau.ac.kr/#/search/detail/8177650
Internet & World Wide Web :how to program,"Deitel, Paul J","Boston :Pearson,c2012.",006.76 D325i5,https://library.cau.ac.kr/#/search/detail/8177649
