title,writer,publication,callno,href
(またよし画集)システムキッチンぱんつ :またよし画集,마타요시,"[東京] :1月と7月,2013",741.5953 마타요시,https://library.cau.ac.kr/#/search/detail/6324988
Life in the doll house :お人形遊びのススメ,오다니 미유키,"東京 :グラフィック社,2014",745.592 오다니L,https://library.cau.ac.kr/#/search/detail/6324737
田中智のミニチュアワーク :nunu’s house,전중지,"東京 :学研パブリッシング,2012",745.5928 전중지전,https://library.cau.ac.kr/#/search/detail/6324736
粘土で作るガーリースタイルのミニチュアスイーツ :Miniature Sen Hana,심진천혜자,"東京:トランスワールドジャパン,2014",745.5928 심진천점,https://library.cau.ac.kr/#/search/detail/6324735
The city as an entertainment machine,"Clark, Terry Nichols","Lanham, Md. :Lexington Books,2011.",307.76 C595c,https://library.cau.ac.kr/#/search/detail/6431486
Radiant shadows,"Marr, Melissa","New York :Harper,c2010.",823 M358r,https://library.cau.ac.kr/#/search/detail/6404901
Ink exchange,"Marr, Melissa","New York :HarperTeen,c2008.",823 M358i,https://library.cau.ac.kr/#/search/detail/6404900
Wicked lovely,"Marr, Melissa","New York :HarperTeen,c2007.",823 M358w,https://library.cau.ac.kr/#/search/detail/6404899
Fragile eternity,"Marr, Melissa","New York :Bowen Press,c2009.",823 M358f,https://library.cau.ac.kr/#/search/detail/6404898
Financial accounting,"Weygandt, Jerry J","Hoboken, NJ :Wiley,2013.",657 W547fi2,https://library.cau.ac.kr/#/search/detail/6342270
Introduction to the theory of the early universe :cosmological perturbations and inflationary theory,"Gorbunov, Dmitry S",Singapore,523.18 G661i,https://library.cau.ac.kr/#/search/detail/6342253
"Public administration :understanding management, politics, and law in the public sector","Rosenbloom, David H","New York, NY :McGraw-Hill,2015.",351 R813p8,https://library.cau.ac.kr/#/search/detail/6342216
Optoelectronics and photonics :principles and practices,"Kasap, S. O","Boston :Pearson,2013.",621.381045 K19o2,https://library.cau.ac.kr/#/search/detail/6326881
"On the government of the living :lectures at the Collège de France, 1979-1980","Foucault, Michel","Hampshire, England :Palgrave Macmillan,2014.",194 F762dgEb,https://library.cau.ac.kr/#/search/detail/6326602
The history of the ROK-US alliance 1953~2013,"Jang, Sam-yeol","[Seoul] :Institute for Military History, MND,2014",327.51073 J33h,https://library.cau.ac.kr/#/search/detail/6325051
Missing microbes :how the overuse of antibiotics is fueling our modern plagues,"Blaser, Martin J","New York :Henry Holt and Company,2014.",615.7922 B644m,https://library.cau.ac.kr/#/search/detail/6324942
Annie on my mind,"Garden, Nancy","New York :Farrar, Straus, Giroux,2007.",823 G218a,https://library.cau.ac.kr/#/search/detail/6324941
Doing right :a practical guide to ethics for medical trainees and physicians,"Hébert, Philip Charles","Don Mills, Ont. :Oxford University Press,2009",174.2 H446d2,https://library.cau.ac.kr/#/search/detail/6324939
Chinese Cinderella :the true story of an unwanted daughter,"Mah, Adeline Yen","New York :Delacorte Press,1999.",979.4 M214c,https://library.cau.ac.kr/#/search/detail/6324938
The report card,"Clements, Andrew","New York :Aladdin paperbacks,2006.",823 C626r,https://library.cau.ac.kr/#/search/detail/6324937
The great Gilly Hopkins,"Paterson, Katherine","New York :Harper Collins,2004.",823 P296g,https://library.cau.ac.kr/#/search/detail/6324936
Exercise and diabetes :a clinician's guide to prescribing physical activity,"Colberg, Sheri R","Alexandria Virginia :American Diabetes Association,2013.",616.4620642 C684e,https://library.cau.ac.kr/#/search/detail/6324935
