title,writer,publication,callno,href
会話分析,"Maynard, Senko Kumiya","東京 :くろしお出版,1992(2005 6쇄)",413.85 M471회,https://library.cau.ac.kr/#/search/detail/5256945
韓国語の発音と抑揚トレーニング :今すぐ実行できるウラ技を大公開!,장도양일,"東京 :Hana,2009",411.81 장도양한,https://library.cau.ac.kr/#/search/detail/5256944
日本語誤用分析.続,명치서원기획편집부,"東京 :明治書院,1997",413.5 명치서일속,https://library.cau.ac.kr/#/search/detail/5256942
(續) 情報のなわ張り理論 :言語の機能的分析,신미소웅,"東京 :大修館書店,2002",401 신미소정,https://library.cau.ac.kr/#/search/detail/5256661
モダリティ,궁기화인,"東京 :くろしお出版,2002",413.5 궁기화모,https://library.cau.ac.kr/#/search/detail/5256660
史蒂夫 乔布斯传 =Shidifu qiaobusi zhuan,"Isaacson, Walter","北京 :中信出版社,2011",621.39092 J62i관,https://library.cau.ac.kr/#/search/detail/5255754
インド經濟の基礎知識,추야행평,"東京 :ジェトロ,2006",330.954 추야행인,https://library.cau.ac.kr/#/search/detail/5255534
感情を出せない源氏の人びと :日本人の感情表現の歷史,대총히카리,"東京 :每日新聞社,2000",813.09 대총히감,https://library.cau.ac.kr/#/search/detail/5253363
KINECTセンサープログラミング,중촌훈,"東京 :秀和システム,2011",005.1 중촌훈k,https://library.cau.ac.kr/#/search/detail/5251900
朝鮮半島のことばと社会 :油谷幸利先生還暦記念論文集,유곡행리선생환력기념론문집간행위원회,"東京 :明石書,2009",411.09 유곡행조,https://library.cau.ac.kr/#/search/detail/5250477
人民日报国际评论选编.2010,인민일보,"北京 :人民日报,2011",071.2 인민일인 2010,https://library.cau.ac.kr/#/search/detail/5249529
维罗妮卡决定去死,"Coelho, Paulo","海口 :南海出版公司,2010",869.3 C672vC민,https://library.cau.ac.kr/#/search/detail/5249528
牧羊少年奇幻之旅,"Coelho, Paulo","海口 :南海出版公司,2009",869.3 C672oC정,https://library.cau.ac.kr/#/search/detail/5249527
还珠格格.第二部,경요,"北京 :新星,2011",812.3 경요환 v.2 n.1/v.2 n.2/v.2 n.3,https://library.cau.ac.kr/#/search/detail/5249526
还珠格格.第一部,경요,"北京 :新星,2011",812.3 경요환 v.1 n.1/v.1 n.2,https://library.cau.ac.kr/#/search/detail/5249525
漢語大字典 =Han yu da zi dian,한어대자전편집위원회,"成都 :四川出版集團·四川辭書出版社 :湖北長江出版集團·崇文書局,2010",R 412.3 한어대2 v.1/v.2/v.3/v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/5248696
僕は友達が少ない,평판독,"東京 :メディアファクトリ-,2009-",813.3 평판독복 v.1/v.2/v.3/v.4/v.5/v.6/v.7,https://library.cau.ac.kr/#/search/detail/5246726
