title,writer,publication,callno,href
全線全駅鉄道地図 :めざせ全駅制覇! :全国版,횡견호언,"東京 :人文社,2008",912.53 횡견호전,https://library.cau.ac.kr/#/search/detail/9135141
デジタル一眼撮影テクニック大事典 :写真がもっとうまくなる302の技 :ボケ/色み/露出からレンズワークまで!,청류민사,"東京 :学研プラス,2015",771.3 청류민데지2,https://library.cau.ac.kr/#/search/detail/9135140
臺湾 =Taiwan,원등우자,"東京 :昭文社,2012",915.293 원등우대,https://library.cau.ac.kr/#/search/detail/9135139
デジタル一眼Q&A大事典 :知りたいことが、即わかる314のQ,청류민사,"東京 :学研プラス,2016",771.3 청류민데시2,https://library.cau.ac.kr/#/search/detail/9135135
福岡 :柳川 門司港レトロ,청목순자,"東京 :JTBパブリッシング,2014",915.399 청목순복2,https://library.cau.ac.kr/#/search/detail/9135134
日経業界地図 :2018年版,일본경제신문사,"東京 :日本經濟新聞社,2017",338.0953 일본경일 2018,https://library.cau.ac.kr/#/search/detail/9135133
陕西攻略,전구공략,"北京 :中国旅游出版社,2013",915.2915 전구공섬,https://library.cau.ac.kr/#/search/detail/9135131
世界最美的1000个地方,세계최미적1000개지방,"西安 :陝西師範大學出版社,2006",910.202 세계최세,https://library.cau.ac.kr/#/search/detail/9135130
"世界遺産検定公式テキスト.1,人類と四大文明が誕生した大地",세계유산아카데미(일본),"東京 :毎日コミュニケーションズ,2009",909 세계유세 v.1,https://library.cau.ac.kr/#/search/detail/9135129
遊遍中國 =The guiding tour around whole China.下,기강홍,"北京 :北京出版社,2004",915.2 기강홍유 v.2,https://library.cau.ac.kr/#/search/detail/9135112
日本美術を見る眼 :東と西の出会い,고계수이,"東京 :岩波書店,2009(2017 5刷)",759.953 고계수일2,https://library.cau.ac.kr/#/search/detail/9081862
隔離の文学 :ハンセン病療養所の自己表現史,황정유수,"東京 :書肆アルス,2011(2017 3刷)",813.09 황정유격,https://library.cau.ac.kr/#/search/detail/9079690
熊野、魂の系譜 :歌びとたちに描かれた熊野,곡구지행,"東京 :書肆アルス,2014",813.109 곡구지웅,https://library.cau.ac.kr/#/search/detail/9079688
"熊野、魂の系譜.2,熊野概論",곡구지행,"東京 :書肆アルス,2018",813.109 곡구지웅 v.2,https://library.cau.ac.kr/#/search/detail/9079687
日日是好日 :「お茶」が教えてくれた15のしあわせ,삼하전자,"東京 :新潮社,平成20[2008](平成30[2018] 34刷)",394.10953 삼하전일,https://library.cau.ac.kr/#/search/detail/9078866
日本語学を学ぶ人のために,옥촌문랑,"京都 :世界思想社,1992(2012 16刷)",413 옥촌문일,https://library.cau.ac.kr/#/search/detail/9078628
十天突破IELTS写作完整真题库与6-9分范文全解 :剑11版,신소의,"北京 :机械工业出版社,2016",428.0076 신소의십i 2016,https://library.cau.ac.kr/#/search/detail/9076278
剑桥雅思听力考点词真经 =IELTS vocabulary,유홍파,"北京 :中国人民大学出版社,2013",428.0076 유홍파검,https://library.cau.ac.kr/#/search/detail/9075966
西安玩全攻略 = Xi’an guide & map,서안완전공략,"桂林 :广西师范大学出版社,2010(2014 4刷)",915.2915 서안완서,https://library.cau.ac.kr/#/search/detail/5700557
Investment in learning :the individual and social value of American higher education,"Bowen, Howard Rothmann","San Francisco :Jossey-Bass Publishers,1977.",378.73 B786ij,https://library.cau.ac.kr/#/search/detail/9137957
Comprehensive classroom management :creating positive learning environments for all students,"Jones, Vernon F","Boston :Allyn and Bacon,c1995.",371.1024 J79c4,https://library.cau.ac.kr/#/search/detail/9137955
Secondary education :an introduction,"Armstrong, David G",New York :Macmillan,373 A735s,https://library.cau.ac.kr/#/search/detail/9137954
"Reframing organizations :artistry, choice, and leadership","Bolman, Lee G","San Francisco :Jossey-Bass Publishers,c1997.",658.4063 B692r2,https://library.cau.ac.kr/#/search/detail/9137953
Enhancing departmental leadership :the roles of the chairperson,"Bennett, John B","New York :American Council on Education :Macmillan,c1990.",378.111 B471e,https://library.cau.ac.kr/#/search/detail/9137952
College & university budgeting :an introduction for faculty and academic administrators,"Meisinger, Richard J","Washington, D.C. :National Association for College and University Business Officers,c1984.",378.106 M515c,https://library.cau.ac.kr/#/search/detail/9137948
A primer for university presidents :managing the modern university,"Flawn, Peter T","Austin :University of Texas Press,1990.",378.73 F591p,https://library.cau.ac.kr/#/search/detail/9137944
Statistics,"Hays, William L","New York :Holt, Rinehart and Winston,c1981.",519.50243 H425s3,https://library.cau.ac.kr/#/search/detail/9137940
A license to teach :building a profession for 21st-century schools,"Darling-Hammond, Linda","Boulder, Colo. :Westview Press,1995.",379.157 D221L,https://library.cau.ac.kr/#/search/detail/9137939
"The chosen :the hidden history of admission and exclusion at Harvard, Yale, and Princeton","Karabel, Jerome","Boston :Houghton Mifflin,2005.",378.1610973 K18c,https://library.cau.ac.kr/#/search/detail/9137938
Iacocca :an autobiography,"Iacocca, Lee A",Toronto,338.76292092 I11i,https://library.cau.ac.kr/#/search/detail/9137937
"The Fiscal, legal, and political aspects of state reform of elementary and secondary education","Mueller, Van D","Cambridge, Mass. :Ballinger Pub. Co.,1985, c1986.",379.1220973 M947f,https://library.cau.ac.kr/#/search/detail/9137936
Education and development :some essays and thoughts on Korean education,김종철,"[Seoul] :Seoul National University Press,c1985.",370.951 김종철e,https://library.cau.ac.kr/#/search/detail/9137935
Beyond public education,"Lieberman, Myron","New York :Praeger,1986.",379.73 L716b,https://library.cau.ac.kr/#/search/detail/9137928
Forecasting :methods and applications,"Makridakis, Spyros G","New York :Wiley,c1983.",338.5442 M235f2,https://library.cau.ac.kr/#/search/detail/9137927
American teachers :histories of a profession at work,"Warren, Donald R","New York :Macmillan,c1989.",371.100973 W287a,https://library.cau.ac.kr/#/search/detail/9137926
American professors :a national resource imperiled,"Bowen, Howard Rothmann","New York :Oxford University Press,1986.",378.120973 B786a,https://library.cau.ac.kr/#/search/detail/9137924
Strengthening teacher education :the challenges to college and university leaders,"Magrath, C. Peter","San Francisco :Jossey-Bass,1987.",370.710973 M212s,https://library.cau.ac.kr/#/search/detail/9137923
Perspectives on higher education :eight disciplinary and comparative views,"Clark, Burton R","Berkeley :University of California Press,c1984.",378 C592p,https://library.cau.ac.kr/#/search/detail/9137922
Four critical years,"Astin, Alexander W","San Francisco :Jossey-Bass Publishers,1977.",378.19810973 A854f,https://library.cau.ac.kr/#/search/detail/9137921
Improving academic management,"Jedamus, Paul","San Francisco :Jossey-Bass,1980.",378.73 J44i,https://library.cau.ac.kr/#/search/detail/9137920
"Applied linear statistical models :regression, analysis of variance, and experimental designs","Neter, John","Homewood, Ill. :R.D. Irwin,1985.",519.536 N469a2,https://library.cau.ac.kr/#/search/detail/9137919
Analyzing multivariate data,"Green, Paul E","Hinsdale, Ill. :Dryden Press,c1978.",519.535 G797a,https://library.cau.ac.kr/#/search/detail/9137917
Principles of instructional design,"Gagné, Robert M","New York :Holt, Rinehart, and Winston,c1979.",371.3 G135p2,https://library.cau.ac.kr/#/search/detail/9137916
Principles of educational and psychological testing,"Brown, Frederick Gramm","New York :Holt, Rinehart, and Winston,c1983.",371.26 B877p3,https://library.cau.ac.kr/#/search/detail/9137915
Computer-aided multivariate analysis,"Afifi, A. A","Belmont, Calif. :Lifetime Learning Publications,c1984.",519.5350285 A257c,https://library.cau.ac.kr/#/search/detail/9137911
Internationalizing higher education :critical explorations of pedagogy and policy,"Ninnes, Peter","Dordrecht :Springer,c2005.",370.116 N715i,https://library.cau.ac.kr/#/search/detail/9137909
Searching for higher education leadership :advice for candidates and search committees,"Dowdall, Jean A","Lanham :Rowman & Littlefield Education,2009.",378.11 D745s,https://library.cau.ac.kr/#/search/detail/9137907
Higher education assessments :leadership matters,"Kramer, Gary L","Lanham, Md. :Rowman & Littlefield Publishers,c2010.",378.107 K89h,https://library.cau.ac.kr/#/search/detail/9137904
"Higher education systems :conceptual frameworks, comparative perspectives, empirical findings","Teichler, Ulrich",Rotterdam,378.17 T262h,https://library.cau.ac.kr/#/search/detail/9137903
The dialogue between higher education research and practice :25 years of EAIR,"Begg, Roddy",Dordrecht,378.0072 B416d,https://library.cau.ac.kr/#/search/detail/9137902
Diversity's promise for higher education :making it work,"Smith, Daryl G","Baltimore :Johns Hopkins University Press,c2009.",378.1982 S645d,https://library.cau.ac.kr/#/search/detail/9137901
Theory of molecular collisions,"Balint-Kurti, Gabriel G","Cambridge, UK :Royal Society Of Chemistry,c2015.",539.757 B186t,https://library.cau.ac.kr/#/search/detail/9135796
Khiva :the pearl of the east = Хива: жемчужина Востока,"Babajanov, Dilmurad","Tashkent :Nihol,2015.",915.87 B112k,https://library.cau.ac.kr/#/search/detail/9135138
"Assisi :history, art, spirituality","Magro, Pasquale","Italy :Francescana,[1980-1984]",914.565 M212a,https://library.cau.ac.kr/#/search/detail/9135128
The open :147th carnoustie,"Dixon, Peter","London :R&A Championships Limited,2018.",796.352 D621o,https://library.cau.ac.kr/#/search/detail/9135127
Provence,"Magi, Giovanna","Firenze :Bonechi,c2012.",914.49 M194p,https://library.cau.ac.kr/#/search/detail/9135118
Avignon,"Magi, Giovanna","Firenze :Bonechi,c2010.",914.49 M194a,https://library.cau.ac.kr/#/search/detail/9135117
"Miramare castle, the historic museum","Fabiani, Rossella",Milan :Electa2001.,728.820945 F118mEs,https://library.cau.ac.kr/#/search/detail/9135114
Trieste :a guide to the city : map of the city and its province,"De Vecchi, Fiorenza","Trieste :Bruno Fachin Editore,c2005.",914.539 D489tEh,https://library.cau.ac.kr/#/search/detail/9135113
Tallinn :city guide,"Kruuse, Aimur","Tallinn :Grenader Grupp,2010.",914.798 G826tEh,https://library.cau.ac.kr/#/search/detail/9135111
"Sicily :art, history and archaeology","Valdes, Giuliano","Firenze :Bonechi,c2009.",914.58 V145s,https://library.cau.ac.kr/#/search/detail/9135110
