title,writer,publication,callno,href
シュヴァンクマイエルの世界,"Švankmajer, Jan","東京 :国書刊行会,1999(2007 6刷)",791.430233 S968sJ적,https://library.cau.ac.kr/#/search/detail/4701350
目からウロコの洋画タイトル珍百科,지원행삼,"東京 :近代映畵社,2010",791.43 스크린 v.20,https://library.cau.ac.kr/#/search/detail/4701349
この洋画タイトル、英語では何て言う? :英語の力もぐんぐん身につく映画タイトル·クイズ,동향성인,"東京:近代映畵社,2009",428 동향성코,https://library.cau.ac.kr/#/search/detail/4701348
映画で学ぶアメリカ文化 :U.S.A in the movies,팔심춘해,"名古屋 :スクリ-ンプレイ出版,1994(2009 5刷)",306.0973 팔심춘영,https://library.cau.ac.kr/#/search/detail/4701347
映画でわかるアメリカ文化入門,오촌미사,"東京:松柏社,2007",791.430973 오촌미영,https://library.cau.ac.kr/#/search/detail/4701346
アカデミ-賞のすべて :from 1928 to 2006,共同通信社,"東京:共同通信社,2007",791.430973 아카데미,https://library.cau.ac.kr/#/search/detail/4701345
墙:中国当代艺术的历史与边界,고명노,"北京 :中国人民大学,2006",709.52 고명노장,https://library.cau.ac.kr/#/search/detail/4691766
中国当代艺术 :现在与未来,조력,"北京 :中国青年,2009",709.52 조력중,https://library.cau.ac.kr/#/search/detail/4691765
中国当代艺术的历史进程与市场化趋势,여팽,"北京 :北京大学,2010",709.52 여팽중,https://library.cau.ac.kr/#/search/detail/4691764
中国近现代美术史 =The history of Chinese modern fine arts,반요창,"北京 :北京大学,2009",709.52 반요창중 2009,https://library.cau.ac.kr/#/search/detail/4691763
東京による東京案内 =Tokyo by Tokyo,우구보난,"東京 :CLASKA,2009",915.393 우구보동,https://library.cau.ac.kr/#/search/detail/4689601
言語表現技術ハンドブック,대판공업대학 언어표현기술연구회,"京都 :晃洋書房,2008(2009 2쇄)",413 대판공언2,https://library.cau.ac.kr/#/search/detail/4689564
臺灣總督府警察沿革誌,오밀찰,"臺北 :南天書局,1933(1995 2쇄)",952.93 대만총대 v.1/v.2/v.3/v.4/v.5,https://library.cau.ac.kr/#/search/detail/4687539
美しい日本の私 :その序說,천단강성,"東京 :講談社,1991",813.3 천단강미,https://library.cau.ac.kr/#/search/detail/4687538
川端康成 :美しい日本の私,대구보교수,"京都:ミネルヴァ書房,2004",813.092 천단강대,https://library.cau.ac.kr/#/search/detail/4687537
Tiny punk on the hills,천승정행,"東京 :小学館,2009.",784.092 등원히천,https://library.cau.ac.kr/#/search/detail/4687536
Tokyo nobody :中野正貴写真集,중야정귀,"東京 :リトル.モア,2000",779.40953 중야정t,https://library.cau.ac.kr/#/search/detail/4687535
"Jessica's secret :道端ジェシカの秘密, 敎えます",도단제시카,"東京 :講談社,2010.",779 도단제j,https://library.cau.ac.kr/#/search/detail/4687533
Berlin =ベルリン,당본강,"東京 :小学館,2010",779.9423 당본강b,https://library.cau.ac.kr/#/search/detail/4685959
堂本剛と頭のなか :fineboys special fashion book,당본강,"東京 :日之出,2009",746.92 당본강당,https://library.cau.ac.kr/#/search/detail/4685958
東方儚月抄 :Cage in lunatic runagate,Tokiame,"東京 :一迅社,2010",813.3 Z95동,https://library.cau.ac.kr/#/search/detail/4685415
ザレゴトディクショナル :戱言シリ-ズ用語辭典,서미유신,"東京 :講談社,2006",813.303 서미유자,https://library.cau.ac.kr/#/search/detail/4685414
"Sneaker Tokyo.2,Hiroshi Fujiwara",Shoes master magazine,"櫎浜 :マリン企劃,2010",685.310953 S559s v.2,https://library.cau.ac.kr/#/search/detail/4685413
(杜登·牛津·外研社) 德英汉·英德汉词典 =Schulerduden-worterbuch Deutsch-Englisch-Chinesisch Englisch-Deutsch-Chinesisch,왕경평,"北京 :外语教学与研究出版社,2009",R 412.32 두등출덕,https://library.cau.ac.kr/#/search/detail/4678757
(中国第一历史档案馆藏) 清代官员履历档案全编版,진국경,"上海 :华东师范大学,1997",352.609526 진국경청 v.4/v.5/v.6/v.7/v.8/v.9,https://library.cau.ac.kr/#/search/detail/4678755
學習者の發見による日本語表現文型例文集 :初級後半から中級にかけて,판본정,"東京 :凡人社,1996",413.13 판본정학,https://library.cau.ac.kr/#/search/detail/4660147
三浦春馬 Switch,삼포춘마,"東京 :マガジンハウス,2010.",779 마가지삼,https://library.cau.ac.kr/#/search/detail/4659814
Yu Aoi Travel sand,창정우,"東京 :ロッキング.オン,2005(2010 8刷)",779 창정우y,https://library.cau.ac.kr/#/search/detail/4659813
地球時代の民族=文化理論 : 脱「国民文化」のために,서천장부,"東京 :新曜社,1995.",306 서천장지,https://library.cau.ac.kr/#/search/detail/4659812
207 :Niimaru nana ハタチノナナ,영창내내,"東京 :集英社,2008",779 영창내산,https://library.cau.ac.kr/#/search/detail/4659803
Letters :三浦春馬写真集,삼포춘마,"東京 :主婦と生活社,20082009(4刷)",779 삼포춘웅,https://library.cau.ac.kr/#/search/detail/4655423
リスク危機管理 :その体系的マネジメントの考え方,궁림정공,"東京 :丸善,2008.",658.4 궁림정리,https://library.cau.ac.kr/#/search/detail/4655378
組織の危機管理入門 :リスクにどう立ち向えばいいのか,임춘남,"東京 :丸善,2008.",658.4056 임춘남조,https://library.cau.ac.kr/#/search/detail/4655377
Fujisawa Ema :ノンノ特別編集 寫眞集,집영사,"東京 :集英社,2004.",779 집영사f,https://library.cau.ac.kr/#/search/detail/4655376
『メゾン.ド.ヒミコ』official photo book :オダギリジョー 柴咲コウ 田中泯,평간지,"東京 :角川書店,2005.",791.430953 평간지메,https://library.cau.ac.kr/#/search/detail/4655375
赤い實はじけた,명목전혜자,"東京 :PHP硏究所,1999",813.3 명목전적,https://library.cau.ac.kr/#/search/detail/4472736
1Q84 :a novel,촌상춘수,"東京 :新潮社,2009",813.3 촌상춘이 v.1/v.2/v.3,https://library.cau.ac.kr/#/search/detail/4361442
도시설계 :장소 만들기의 여섯 차원,"Carmona, Matthew","서울 :대가,2009",307.1216 C287p강,https://library.cau.ac.kr/#/search/detail/4274315
尙書譯注 /李民,이민,"上海 :上海古籍出版社,20002004",181.212 이민상,https://library.cau.ac.kr/#/search/detail/359503
Latina/os and the media,"Valdivia, Angharad N","Cambridge :Polity,2010.",302.2308 V146L,https://library.cau.ac.kr/#/search/detail/4702162
Hamas :the Islamic Resistance Movement,"Milton-Edwards, Beverley","Cambridge :Polity,2010.",324.25694083 M662h,https://library.cau.ac.kr/#/search/detail/4702161
"Turn on and tune in :psychedelics, narcotics and euphoriants","Mann, J","Cambridge :Royal Society of Chemistry,2009",615.78 M281t,https://library.cau.ac.kr/#/search/detail/4701468
Supercontinuum generation in optical fibers,"Dudley, J. M",Cambridge,621.3692 D847s,https://library.cau.ac.kr/#/search/detail/4701466
Skew-orthogonal polynomials and random matrix theory,"Ghosh, Saugata","Providence, R.I. :American Mathematical Society,2009",515.55 G427s,https://library.cau.ac.kr/#/search/detail/4701465
Recent developments in asymmetric organocatalysis,"Pellissier, Hélène","Cambridge :Royal Society of Chemistry,2010",547.215 P391r,https://library.cau.ac.kr/#/search/detail/4701464
Random walk intersections :large deviations and related topics,"Chen, Xia","Providence, R.I. :American Mathematical Society,2010",519.282 C518r,https://library.cau.ac.kr/#/search/detail/4701463
Philosophy of mathematics,"Irvine, Andrew D","Burlington, MA :North Holland,2009",510.1 I72p,https://library.cau.ac.kr/#/search/detail/4701460
"Parabolic geometries.1,Background and general theoty","Čap, Andreas","Providence, R.I. :American Mathematical Society,2009.",515.7242 C236p v.1,https://library.cau.ac.kr/#/search/detail/4701459
Non-perturbative field theory :from two dimensional conformal field theory to QCD in four dimensions,"Frishman, Yitzhak",Cambridge,530.143 F917n,https://library.cau.ac.kr/#/search/detail/4701458
Nonlinear numerical analysis in the reproducing Kernel space,"Cui, Minggen","New York :Nova Science Publishers,2009",515.733 C966n,https://library.cau.ac.kr/#/search/detail/4701457
Nonlinear dispersive equations :existence and stability of solitary and periodic travelling wave solutions,"Pava, Jaime Angulo","Providence, R.I. :American Mathematical Society,2009",531.1133 P337n,https://library.cau.ac.kr/#/search/detail/4701456
Noncommutativity and singularities :proceedings of French-Japanese symposia held at IHÉS in 2006,"Bourguignon, Jean-Pierre","Tokyo :Mathematical Society of Japan,2009",510 A244m v.55,https://library.cau.ac.kr/#/search/detail/4701455
"Molecular forces and self assembly :in colloid, nano sciences and biology","Ninham, B. W",Cambridge,541.226 N714m,https://library.cau.ac.kr/#/search/detail/4701454
